,max GSR,min GSR,mean GSR,number of peaks,number of peaks SCIPY,number of valleys,mean time between peaks,median time between peaks,mean height of peaks,median height of peaks,variance height of peaks,ratio of peaks,ratio of valleys
0,29.816504052509263,25.83293131513035,28.074049655028784,6.111265778948726e-05,5.4322362479544237e-05,4.7532067169601205e-05,0.4359844909655121,0.42280792291656766,0.358621708010894,0.392567041205677,0.062232247985622546,4.149729935661087e-10,3.227567727736401e-10
0,31.896023351243183,25.93185700687498,27.389059671856018,2.8461850447206826e-05,4.9808238282611946e-05,4.269277567081024e-05,0.4189726695081081,0.25036466745885483,0.4412917858245745,0.21411463167002645,0.2871652732699498,2.0251923271979185e-10,3.037788490796878e-10
0,9.275288928108688,5.607995165383661,6.590896701153554,2.2005468358887183e-05,3.0257518993469876e-05,3.300820253833077e-05,0.4518135256611268,0.4663673922969858,0.1678181198986658,0.10799631597318979,0.026228026776570153,6.053007971174812e-11,9.079511956762217e-11
0,6.159598939452598,5.585863718582585,5.800869458713508,1.5550164831747215e-05,5.1833882772490725e-06,5.1833882772490725e-06,0.5051160042296449,0.5051160042296449,0.0037309376198992935,0.0009827773189551104,2.401510357072248e-05,8.060254209816931e-11,2.6867514032723106e-11
0,6.803616212032331,5.921002503615918,6.165967043894461,2.740420517528415e-05,1.3702102587642075e-05,1.3702102587642075e-05,0.6824195172749259,0.6860231702554757,0.048834708672513945,0.03445691883952404,0.002424282416393643,1.8774761532226763e-10,9.387380766113381e-11
0,8.317932924093713,6.884995404561618,7.566999036516683,5.530998944501035e-05,4.148249208375776e-05,4.148249208375776e-05,0.5375301324213331,0.5124147880475113,0.0575397313906009,0.06170756175916649,0.0010404596830598909,2.5493291103392966e-10,1.9119968327544727e-10
0,11.34589481083965,4.880850588685732,6.1633083863172144,5.511053796151631e-06,1.3777634490379077e-05,1.3777634490379077e-05,0.051553152736100435,0.051553152736100435,0.6228633129793884,0.6228633129793884,0.5685444582502122,1.5185856972038653e-11,3.7964642430096626e-11
0,7.800347659651642,5.876078239841698,6.323627362893759,1.4469769757023627e-05,2.0257677659833077e-05,2.0257677659833077e-05,0.1606954750136016,0.1740568604072372,0.06798664888556538,0.03446675909266728,0.005643262722784796,4.1874847364255115e-11,5.862478630995716e-11
0,6.425494253457779,5.24347075053657,5.721734458415911,5.237140637592777e-05,2.9095225764404317e-06,2.9095225764404317e-06,0.4858204417237176,0.4932426338162171,0.0014788655749612513,0.0012593113903459194,6.448564875383215e-07,1.5237578921069824e-10,8.465321622816569e-12
0,5.81859758065394,5.283538352839422,5.503517062267136,1.7476101431292707e-05,8.738050715646353e-06,8.738050715646353e-06,0.4616792785865329,0.6250021845126789,0.0065410551342306176,0.006333825224914756,1.342158689990213e-05,7.635353030920775e-11,3.8176765154603874e-11
0,11.472563787423288,7.018891784397991,8.356918523625321,6.369127831747756e-05,5.0282588145377016e-05,5.0282588145377016e-05,0.4802489993764959,0.47231440696715543,0.2735279428041406,0.28444293382381614,0.030826327052921328,2.1350415440602036e-10,1.6855591137317396e-10
0,8.858054849327136,6.268975670600355,6.925018285782596,3.489161395918316e-05,3.171964905380287e-05,2.8547684148422582e-05,0.4454136559433106,0.45829500542406,0.2607889280240407,0.1389134656545547,0.05416984748173896,1.106749749706059e-10,9.055225224867755e-11
0,10.913483704742688,7.450130617050041,9.197698504504634,5.4322362479544237e-05,2.7161181239772118e-05,2.7161181239772118e-05,0.4802775872722705,0.49459152978563037,0.15190527944928367,0.11699172908259126,0.020048889413755572,3.688648831698744e-10,1.844324415849372e-10
0,6.0816157798414645,5.624600628413773,5.816940295029854,4.9808238282611946e-05,1.4230925223603413e-05,1.4230925223603413e-05,0.43520303972562774,0.4167028369349433,0.0017400635340324338,0.0009017708082996983,2.6164370793888266e-06,3.544086572596357e-10,1.0125961635989592e-10
0,3.4467863370547303,3.2439445249805425,3.298878577884502,4.4010936717774365e-05,3.5758886083191675e-05,3.5758886083191675e-05,0.5535172990488136,0.6203121475686708,0.002444392572706244,0.0018918179737564768,6.083782669458572e-06,1.2106015942349625e-10,9.836137953159071e-11
0,5.287105454692767,4.372631113697113,4.7114538073658006,1.5550164831747215e-05,1.0366776554498145e-05,1.0366776554498145e-05,0.10558043581928635,0.10558043581928635,0.022559182469068777,0.007341068183326049,0.0011947461232838829,8.060254209816931e-11,5.373502806544621e-11
0,5.024111600475406,4.516710653653374,4.757325643063962,3.4255256469105186e-05,2.740420517528415e-05,2.0553153881463112e-05,0.24473325431787507,0.2470215054500113,0.04366596751750922,0.049247019890996696,0.000989292452117136,2.3468451915283453e-10,1.4081071149170072e-10
0,6.4748716364300645,4.387445500562164,5.4387306287463675,6.452832101917874e-05,5.070082365792615e-05,4.609165787084196e-05,0.4945127881304763,0.49183486280818034,0.07399449109247469,0.060907016503711074,0.002497800620182365,2.9742172953958465e-10,2.1244409252827474e-10
0,3.6079200724340685,3.345361462193505,3.4270032856130594,2.479974208268234e-05,1.9288688286530708e-05,1.6533161388454893e-05,0.40216915077416526,0.4697512034763727,0.0024766501432093033,0.0019613040970055235,6.469892384483917e-06,6.833635637417393e-11,4.555757091611595e-11
0,4.656801079680733,4.17706127925541,4.382786820974191,3.183349346545198e-05,3.4727447416856705e-05,3.4727447416856705e-05,0.4137485964323336,0.3580385358908169,0.024261606781456817,0.012782755275260632,0.0005498611033559727,9.212466420136125e-11,1.0049963367421228e-10
0,4.504303910442273,3.9806806812680184,4.203599387195544,2.9095225764404318e-05,2.3276180611523454e-05,2.3276180611523454e-05,0.41970154117410874,0.3530996598768108,0.015715563601045583,0.011019599540770676,0.00014062070766533103,8.465321622816568e-11,6.772257298253255e-11
0,4.320052464050415,3.9624587226650627,4.085750102444416,4.369025357823177e-06,2.1845126789115883e-05,2.1845126789115883e-05,0.0,0.0,0.046891473098060125,0.046891473098060125,0.0,1.9088382577301937e-11,9.544191288650969e-11
0,6.176735286692757,4.6583323093052975,5.2901075413908645,4.693041560235188e-05,4.022607051630162e-05,4.022607051630162e-05,0.4583056779098534,0.4454299831720938,0.05909216643001851,0.046327482606144235,0.002030189781935921,1.5731885061496236e-10,1.348447290985392e-10
0,3.7187835708440193,3.484892052842322,3.5683195683157716,1.9031789432281723e-05,9.515894716140861e-06,6.343929810760574e-06,0.3705077047027552,0.19965933096916216,0.001800404829413124,0.0008690820701620988,5.888765523961694e-06,6.036816816578503e-11,2.0122722721928344e-11
0,6.322905921896966,3.8869732750280304,4.948746840948038,4.0741771859658174e-05,3.395147654971515e-05,3.395147654971515e-05,0.38167570907658777,0.3772280656485751,0.09281930624315245,0.09384879637223612,0.0016361036020582068,2.766486623774058e-10,2.3054055198117153e-10
0,4.476603416469419,3.9395420113326782,4.079209257232827,3.5577313059008535e-05,2.8461850447206826e-05,2.134638783540512e-05,0.4127395242601698,0.35583361202228564,0.012991774794782517,0.012839482416890343,9.17022108958787e-05,2.531490408997398e-10,1.518894245398439e-10
0,12.84943717473013,10.298590603980815,11.009547876965254,6.051503798693975e-05,5.7764354442078855e-05,5.7764354442078855e-05,0.47441864303279363,0.46371298267619504,0.13082356342288862,0.10347495960753,0.008526267135150783,1.6645771920730733e-10,1.5889145924333883e-10
0,10.53191401608437,8.788750556229799,9.346906424124008,5.1833882772490723e-05,4.146710621799258e-05,4.146710621799258e-05,0.4339066160767971,0.4877775704422467,0.06471189305000757,0.026484916828137747,0.0051852060497581285,2.6867514032723106e-10,2.1494011226178485e-10
0,12.746457280828482,10.119325364790145,10.956633025358869,6.165946164438933e-05,4.1106307762926224e-05,3.4255256469105186e-05,0.47546981084247375,0.47578838472763646,0.1308211721378756,0.13755448915654087,0.009714237363673122,4.224321344751021e-10,2.3468451915283453e-10
0,11.130445622187956,9.037696544854738,10.27769185390376,5.9919155232094547e-05,6.452832101917874e-05,6.452832101917874e-05,0.531174092800944,0.5527588161818593,0.16097525286928313,0.15101711478401522,0.006516468654097542,2.761773202867572e-10,2.9742172953958465e-10
0,13.96884831917663,10.656822523850794,11.858472915767251,3.5821849674985604e-05,3.8577376573061416e-05,3.8577376573061416e-05,0.34313474250978904,0.24098736039811852,0.15688796302138325,0.17481005578436537,0.012539507923393176,9.870807031825125e-11,1.0630099880427056e-10
0,9.368329956805155,7.827051872154883,8.249375193533215,5.498512507668978e-05,4.0515355319666154e-05,4.0515355319666154e-05,0.5040602173938208,0.5024150045724473,0.05911489896741437,0.04411525157876266,0.002483960224887241,1.5912441998416942e-10,1.1724957261991432e-10
0,10.639586945799511,7.342552228011107,8.220348610745733,4.655236122304691e-05,4.073331607016604e-05,3.7823793493725614e-05,0.33911358485186166,0.32419937212502803,0.09263737127926891,0.07415331157235605,0.004542922732073694,1.354451459650651e-10,1.1004918109661539e-10
0,9.649628362477651,7.798906752816868,8.422416877880764,3.9321228220408593e-05,4.369025357823177e-05,4.369025357823177e-05,0.405069817025218,0.3588105765365862,0.14246414407457098,0.13529532074037232,0.013166694766313113,1.7179544319571745e-10,1.9088382577301938e-10
0,12.716082221344248,9.711281533547607,11.071180054111668,6.704345086050269e-05,7.039562340352782e-05,7.039562340352782e-05,0.4587314038228176,0.4433315231601601,0.1445720119422326,0.1305618665661096,0.00938097742869247,2.2474121516423196e-10,2.3597827592244355e-10
0,12.78668287712127,10.457406740306284,11.277407966274145,4.4407508675324014e-05,5.075143848608459e-05,5.075143848608459e-05,0.4150357480444836,0.34289575020141977,0.11388885108347702,0.09058059606224549,0.00943323950096471,1.408590590534984e-10,1.6098178177542675e-10
0,11.543618450209353,8.912850263008309,9.581952601155256,6.111265778948726e-05,6.111265778948726e-05,5.4322362479544237e-05,0.5487916669495957,0.5678044938174361,0.163082266827584,0.10955687112477655,0.021676641231760545,4.149729935661087e-10,3.688648831698744e-10
0,10.716899743305326,8.301279628949512,9.227029705865252,6.403916350621535e-05,4.9808238282611946e-05,4.269277567081024e-05,0.45612961526693657,0.42341627590917824,0.09886046890232718,0.08371940321737861,0.0048324903662403775,4.5566827361953157e-10,3.037788490796878e-10
0,9.748073540628647,8.084771107126766,8.363044061223263,3.0257518993469876e-05,2.750683544860898e-05,2.750683544860898e-05,0.5281807529170999,0.588818196321786,0.015558390790480998,0.008754191819730861,0.00020937390187800612,8.322885960365366e-11,7.566259963968515e-11
0,15.096478641696383,11.456934989591995,12.351122760539523,2.5916941386245362e-05,3.110032966349443e-05,3.110032966349443e-05,0.48096141485766414,0.5171544235035558,0.15848905164848798,0.11876345953220162,0.034418430310828904,1.3433757016361553e-10,1.6120508419633862e-10
0,17.89500575143465,12.160338057261034,13.400781214778402,2.740420517528415e-05,4.795735905674726e-05,4.1106307762926224e-05,0.35145208032172537,0.30196693682645603,0.21706406745931195,0.13050813494200517,0.057313746211701995,1.8774761532226763e-10,2.8162142298340144e-10
0,16.447382662826346,10.824236190154505,13.308413136712336,6.913748680626293e-05,5.9919155232094547e-05,5.530998944501035e-05,0.5089809595361335,0.5147101526094792,0.4618130766272998,0.47446150322698283,0.06585172156467997,3.1866613879241207e-10,2.5493291103392966e-10
0,9.646135600303973,8.147533656777416,8.700347579691151,2.7555268980758155e-05,3.031079587883397e-05,3.031079587883397e-05,0.33810590592080064,0.23468547038221912,0.09623683134895318,0.06966403806247765,0.0073813664726163075,7.592928486019325e-11,8.352221334621258e-11
0,10.770884642647417,9.122741607562535,9.74181966853938,1.4469769757023627e-05,1.15758158056189e-05,1.15758158056189e-05,0.3486635720652413,0.20913737020616527,0.02285262319675174,0.0219611629756108,0.00027814645875855356,4.1874847364255115e-11,3.349987789140409e-11
0,11.54391331757666,9.921502626885072,10.692983850862262,2.6185703187963886e-05,2.3276180611523454e-05,2.3276180611523454e-05,0.42826717563914934,0.31103232770534683,0.031223528740410945,0.01648540300676927,0.0012227790196243417,7.618789460534912e-11,6.772257298253255e-11
0,10.681886411047872,9.34325382579789,9.733088000066875,2.621415214693906e-05,2.621415214693906e-05,3.058317750476224e-05,0.5305132730990371,0.6331809999825239,0.05024745036054001,0.034889928688756164,0.003037684851799294,1.1453029546381162e-10,1.336186780411136e-10
0,15.419677634104351,10.703419280737661,12.00038718181231,5.698693323142729e-05,6.704345086050269e-05,6.369127831747756e-05,0.43056980228886343,0.3782189236844399,0.3109232968087362,0.1982736112474101,0.0895494456100037,1.9103003288959716e-10,2.1350415440602036e-10
0,11.387159073132581,8.385098926777085,9.076477527057467,1.9031789432281723e-05,2.2203754337662007e-05,2.2203754337662007e-05,0.3253865039237206,0.2604912739245453,0.16479963751715088,0.0993714823835349,0.0419696429136626,6.036816816578503e-11,7.04295295267492e-11
0,12.312460270694098,8.825957591272362,10.351261495720273,6.111265778948726e-05,6.111265778948726e-05,5.4322362479544237e-05,0.5480379441701919,0.5638559370947043,0.33923320097101545,0.4055990175794091,0.04121568407959079,4.149729935661087e-10,3.688648831698744e-10
0,10.946709672606081,8.659433083031466,9.095284199057126,2.134638783540512e-05,3.5577313059008535e-05,3.5577313059008535e-05,0.21761219305673157,0.21761219305673157,0.3009393454755796,0.25766380806479794,0.05101555335568537,1.518894245398439e-10,2.531490408997398e-10
0,10.76753583232652,7.527905374841445,8.301096912973875,8.252050634582693e-06,8.252050634582693e-06,1.1002734179443591e-05,0.30968020553107445,0.30968020553107445,0.23091484755843733,0.07255243083938966,0.07996656589345444,2.2698779891905543e-11,3.026503985587406e-11
0,11.563911095058415,9.272349165274578,9.955245880078492,5.1833882772490725e-06,5.1833882772490725e-06,5.1833882772490725e-06,0.0,0.0,0.32338934795260105,0.32338934795260105,0.0,2.6867514032723106e-11,2.6867514032723106e-11
0,14.70834898349132,9.481225648992364,10.466895476420621,6.851051293821037e-06,2.0553153881463112e-05,1.3702102587642075e-05,0.0,0.0,1.1190399000933353,1.1190399000933353,0.0,4.6936903830566906e-11,9.387380766113381e-11
0,14.868814537003905,11.22414671270637,12.404197471061565,6.452832101917874e-05,6.452832101917874e-05,5.9919155232094547e-05,0.5028000682156536,0.5118432514899128,0.34497925067591945,0.3428452617581832,0.0607234541698222,2.9742172953958465e-10,2.761773202867572e-10
0,10.280974278991062,7.830517946471338,8.518175770672398,8.266580694227446e-06,8.266580694227446e-06,8.266580694227446e-06,0.11564119733154775,0.11564257509499679,0.28020868137291144,0.3449157166918244,0.046783320657025784,2.2778785458057976e-11,2.2778785458057976e-11
0,13.905979891485163,10.233687407677895,11.14560989571457,1.15758158056189e-05,1.15758158056189e-05,1.15758158056189e-05,0.33243717225971503,0.27152522949054836,0.16751559730218402,0.08626108993204924,0.040695141935013876,3.349987789140409e-11,3.349987789140409e-11
0,12.758464691986799,9.580403353421222,10.580672391827026,8.728567729321296e-06,8.728567729321296e-06,5.8190451528808634e-06,0.12179552457237292,0.12179552457237292,0.10357250147403406,0.13557665028255358,0.006170082836973105,2.5395964868449707e-11,1.6930643245633137e-11
0,11.104614903974362,9.355612993173054,10.03968061759922,1.7476101431292707e-05,4.369025357823177e-06,4.369025357823177e-06,0.6218477482043305,0.5281015711015187,0.011446466849054445,0.004809773761517993,0.0002021752923515913,7.635353030920775e-11,1.9088382577301937e-11
0,11.442177208015677,8.782940701312645,9.702785395340253,2.011303525815081e-05,2.011303525815081e-05,2.346520780117594e-05,0.2792493815241658,0.3149500191073835,0.3066234317063147,0.3334676899004736,0.0502302294508902,6.74223645492696e-11,7.865942530748118e-11
0,9.670349183175677,7.589200301792618,8.281748937446395,9.515894716140861e-06,9.515894716140861e-06,9.515894716140861e-06,0.08078043024531976,0.08078043024531976,0.14562400052196284,0.19059683703050678,0.009812676615523368,3.018408408289252e-11,3.018408408289252e-11
0,17.838969252154072,12.118218146489532,13.511219734087444,6.79029530994303e-05,6.111265778948726e-05,5.4322362479544237e-05,0.5225947076438354,0.5388710455017689,0.48862956309261885,0.5190350494091249,0.1040548044865199,4.6108110396234306e-10,3.688648831698744e-10
0,17.68177518896866,11.765413179805126,13.57949985421299,7.115462611801707e-05,7.115462611801707e-05,7.115462611801707e-05,0.40098478002547333,0.3614726161421385,0.2130579803043403,0.22118995086060228,0.027989249542828918,5.062980817994796e-10,5.062980817994796e-10
0,8.857871325308592,8.202812636986355,8.398487921616175,1.375341772430449e-05,2.750683544860898e-05,2.750683544860898e-05,0.26380980673697413,0.2677061499782696,0.04303245755062867,0.028929238318936706,0.001761797851569616,3.783129981984258e-11,7.566259963968515e-11
0,7.611581324910493,7.170748921003897,7.312007860490317,4.146710621799258e-05,1.0366776554498145e-05,1.0366776554498145e-05,0.5514347618751425,0.49571852128299226,0.0013214994318001033,0.000886064451889626,1.0456245035331122e-06,2.1494011226178485e-10,5.373502806544621e-11
0,7.896614995320084,7.430609108140606,7.608772689846775,4.1106307762926224e-05,6.851051293821037e-06,6.851051293821037e-06,0.43501435295246055,0.39951220514787994,0.0030446613640462148,0.0016099683411974035,1.597899795114378e-05,2.8162142298340144e-10,4.6936903830566906e-11
0,15.500310750578835,10.232912565740198,12.818460977249766,7.835581838043132e-05,6.913748680626293e-05,6.913748680626293e-05,0.4929041892707839,0.5141317023032002,0.18937440312057,0.1444818830750229,0.020676268362219745,3.61154957298067e-10,3.1866613879241207e-10
0,9.220773965019237,7.831685210303796,8.247518628470884,1.9288688286530708e-05,1.1022107592303262e-05,1.1022107592303262e-05,0.41878773349646053,0.39568952927334,0.06817144760680968,0.10020167762431845,0.00395436853908077,5.315049940213528e-11,3.0371713944077306e-11
0,10.37276431553086,9.228913015264864,9.537241476179112,2.604558556264253e-05,2.8939539514047253e-05,2.8939539514047253e-05,0.34998321506708185,0.36074148888142893,0.052331559439858545,0.03829112017327742,0.0017266489445217916,7.537472525565921e-11,8.374969472851023e-11
0,10.199351608418478,8.487904507320941,8.955992775425203,1.4547612882202159e-05,1.7457135458642593e-05,1.7457135458642593e-05,0.14095182121565672,0.14163701378240845,0.11676311316827241,0.14096038775420985,0.0037637404082930866,4.232660811408284e-11,5.0791929736899415e-11
0,9.119764392401184,8.566539626854206,8.804001406143515,4.369025357823177e-05,2.1845126789115883e-05,2.621415214693906e-05,0.4923279914716625,0.5114293703360654,0.005513048456186802,0.004351951764570233,1.7965173332460277e-05,1.9088382577301938e-10,1.1453029546381162e-10
0,8.410121361839508,7.235457659146921,7.581255496093945,3.016955288722621e-05,3.3521725430251344e-05,3.3521725430251344e-05,0.27783141253846616,0.2925558304337041,0.05197685191531726,0.033494940247480974,0.001892764189604378,1.0113354682390438e-10,1.1237060758211598e-10
0,8.693614018518607,7.946918827529106,8.291662325759912,2.5375719243042294e-05,1.9031789432281723e-05,1.9031789432281723e-05,0.43798491413491003,0.42558887528468387,0.006790480495961718,0.004984113185500103,2.7577548106889506e-05,8.049089088771337e-11,6.036816816578503e-11
0,13.996294227843743,10.923411774564412,11.667639509356158,6.79029530994303e-05,4.7532067169601205e-05,4.0741771859658174e-05,0.5157500899714128,0.5126129735382192,0.1858839964671197,0.16058415453544783,0.022827689709784924,4.6108110396234306e-10,2.766486623774058e-10
0,10.725411419983114,9.790737574566377,10.06415980409509,1.4230925223603413e-05,2.134638783540512e-05,1.4230925223603413e-05,0.1476458491948854,0.1476458491948854,0.0833030584884398,0.0833030584884398,0.009044465900021994,1.0125961635989592e-10,1.0125961635989592e-10
0,9.472997966661556,7.328412114348854,8.09795918497888,1.1002734179443591e-05,1.1002734179443591e-05,1.1002734179443591e-05,0.6198307779483202,0.8972839750678043,0.025812372986036544,0.020766953485261037,0.0006104007168741317,3.026503985587406e-11,3.026503985587406e-11
0,7.846538449428928,6.532026794399916,6.906441799909943,1.5550164831747215e-05,2.5916941386245362e-05,2.5916941386245362e-05,0.3490701001430615,0.34907269183720013,0.0757145649296817,0.08363508556261864,0.0037734589915084807,8.060254209816931e-11,1.3433757016361553e-10
0,7.409972944343025,6.686650226456444,6.8563583709680955,1.3702102587642075e-05,2.0553153881463112e-05,2.740420517528415e-05,0.15645060734569718,0.15645060734569718,0.11152512401436591,0.11152512401436591,0.009013698816955134,9.387380766113381e-11,1.8774761532226763e-10
0,10.227064022668436,7.990160961109304,9.539514779340521,7.374665259334713e-05,6.913748680626293e-05,6.452832101917874e-05,0.5006014961352145,0.5265510995164985,0.11766628666247098,0.12022661233400596,0.006075829294396146,3.3991054804523954e-10,2.9742172953958465e-10
0,9.504059242544077,7.1335268942272725,7.912120128800214,5.511053796151631e-06,1.3777634490379077e-05,1.3777634490379077e-05,0.054093748536126335,0.054093748536126335,0.2171874557323526,0.2171874557323526,0.029983498054452364,1.5185856972038653e-11,3.7964642430096626e-11
0,7.552408254288866,6.039931555495408,6.413632332961672,2.893953951404725e-06,8.681861854214176e-06,5.78790790280945e-06,0.0,0.0,0.16653255730722652,0.16653255730722652,0.0,8.374969472851023e-12,1.6749938945702046e-11
0,6.832665177149639,5.7529532605122,6.117140620859628,2.9095225764404317e-06,2.9095225764404317e-06,2.9095225764404317e-06,0.0,0.0,0.07358068663942241,0.07358068663942241,0.0,8.465321622816569e-12,8.465321622816569e-12
0,6.773069795811135,5.902385015340124,6.17875315036719,2.621415214693906e-05,8.738050715646353e-06,8.738050715646353e-06,0.45959962251620906,0.45225965991506617,0.004732443148825335,0.0023659841535655386,3.326519604427675e-05,1.1453029546381162e-10,3.8176765154603874e-11
0,7.655449430444613,6.901923047360686,7.0887456245860045,5.0282588145377016e-05,4.693041560235188e-05,4.693041560235188e-05,0.49504213680886583,0.45993148159322056,0.05178072551805707,0.04557825798657285,0.0016371763522789711,1.6855591137317396e-10,1.5731885061496236e-10
0,10.169534422702029,7.897151133080579,8.774825616053748,1.9031789432281723e-05,6.343929810760574e-06,6.343929810760574e-06,0.26736809383940974,0.1918023738985352,0.016317264321762417,0.006420202210572106,0.0004415712443637404,6.036816816578503e-11,2.0122722721928344e-11
0,11.179980046711961,7.974630964187991,9.280296657856216,5.4322362479544237e-05,5.4322362479544237e-05,5.4322362479544237e-05,0.3888530512191975,0.405835579789365,0.21692484538138815,0.24315927859060327,0.013005266859144389,3.688648831698744e-10,3.688648831698744e-10
0,7.992051965193405,6.986322880963915,7.2058777410580905,2.8461850447206826e-05,2.8461850447206826e-05,2.8461850447206826e-05,0.5235913162894286,0.41688072350023836,0.09755934988930631,0.05958839709181013,0.011636613298713476,2.0251923271979185e-10,2.0251923271979185e-10
0,22.613993973765925,17.945412062459862,19.271907022749446,2.2005468358887183e-05,2.750683544860898e-05,2.750683544860898e-05,0.6081211180978473,0.5566998399102177,0.3236667239276788,0.37691385898179264,0.04362750148913467,6.053007971174812e-11,7.566259963968515e-11
0,20.21561842402169,18.413268417912054,19.081598369495026,4.146710621799258e-05,3.628371794074351e-05,3.628371794074351e-05,0.6189017436918165,0.6607887043602663,0.19079794501884587,0.16550021026647413,0.025657640228553557,2.1494011226178485e-10,1.8807259822906173e-10
0,20.564096670834395,18.457512785690362,18.977078668136553,2.740420517528415e-05,4.1106307762926224e-05,4.1106307762926224e-05,0.3660242664236827,0.26661551215033946,0.18985920501342887,0.14924841903828515,0.031233697961828583,1.8774761532226763e-10,2.8162142298340144e-10
0,21.052671756671245,16.306793863111736,18.414760552511076,5.070082365792615e-05,5.530998944501035e-05,5.530998944501035e-05,0.45937711733553344,0.46982379159195975,0.40858771975218167,0.3897128676592102,0.060970355959527225,2.336885017811022e-10,2.5493291103392966e-10
0,22.092706082990897,18.610187023966905,19.52591568798114,2.479974208268234e-05,3.8577376573061416e-05,3.8577376573061416e-05,0.4009787631541965,0.3966277861821348,0.336373860696029,0.15428907280238363,0.11323285640681945,6.833635637417393e-11,1.0630099880427056e-10
0,17.77396172386246,16.428977900769855,17.00481976326436,3.183349346545198e-05,3.183349346545198e-05,3.183349346545198e-05,0.48569518561820646,0.4514061722249876,0.07572988654062217,0.050236898298117706,0.004747543371732427,9.212466420136125e-11,9.212466420136125e-11
0,23.975082417892246,17.607461901718416,18.472964870348594,3.4914270917285186e-05,3.4914270917285186e-05,3.200474834084475e-05,0.5700016584278685,0.6414449852923634,0.24865214597937366,0.13719235130521912,0.0496672198487527,1.0158385947379883e-10,9.311853785098226e-11
0,20.11438205461082,18.016747187455984,18.66550286549109,3.058317750476224e-05,2.621415214693906e-05,2.621415214693906e-05,0.5307055102147813,0.6203994162982122,0.11862906540380169,0.05365557192312801,0.013907824959851612,1.336186780411136e-10,1.1453029546381162e-10
0,24.552779367049986,19.738042623955884,21.108134052212996,5.3634760688402156e-05,5.0282588145377016e-05,5.0282588145377016e-05,0.48853892207539706,0.4976400705297103,0.39030578335388144,0.35193653649474055,0.08297206653789366,1.7979297213138558e-10,1.6855591137317396e-10
0,21.354685103500525,16.723518091074812,17.949019707102828,1.9031789432281723e-05,3.489161395918316e-05,3.489161395918316e-05,0.5688950777448598,0.5672646877834944,0.18708217204942726,0.0863990102244975,0.04026213342418986,6.036816816578503e-11,1.106749749706059e-10
0,22.601656537191538,16.96824010028049,18.933598428683155,4.0741771859658174e-05,6.111265778948726e-05,6.111265778948726e-05,0.3586158662040212,0.3512076540208734,0.6034570289512029,0.4869091240202827,0.17180426594069245,2.766486623774058e-10,4.149729935661087e-10
0,16.94698476225249,15.811350206154616,16.11461563754347,3.5577313059008535e-05,2.134638783540512e-05,1.4230925223603413e-05,0.6123994051473256,0.6094215840442866,0.04529095855912509,0.02608248930098702,0.0019824289855160824,2.531490408997398e-10,1.0125961635989592e-10
0,11.311988490442072,10.172540157848381,10.538053465340834,3.850956962805257e-05,4.126025317291347e-05,4.126025317291347e-05,0.5520539354029477,0.5788730999653414,0.05857908630159287,0.04127142556996099,0.001989135292293351,1.0592763949555922e-10,1.1349389945952773e-10
0,11.144564088319845,10.378581148977975,10.68163495275291,4.665049449524165e-05,3.110032966349443e-05,3.628371794074351e-05,0.47971221828284716,0.45195258236403973,0.021127252909674016,0.018176117547516385,0.00025411110005299373,2.4180762629450797e-10,1.8807259822906173e-10
0,12.279813551843727,11.010496174988441,11.548088058221914,4.795735905674726e-05,5.48084103505683e-05,5.48084103505683e-05,0.426039475757555,0.3063550351801484,0.052097880142986774,0.06358929525268744,0.001885833934640055,3.2855832681396834e-10,3.7549523064453525e-10
0,15.417610543190182,13.26969279169448,14.064885497676606,5.9919155232094547e-05,6.913748680626293e-05,6.913748680626293e-05,0.44111560248710585,0.408249945842302,0.14858227033417348,0.1327940299258426,0.00908658839926069,2.761773202867572e-10,3.1866613879241207e-10
0,9.74299121661077,8.89336199711058,9.251482128796109,2.7555268980758155e-05,3.3066322776909786e-05,3.031079587883397e-05,0.3539612076923289,0.36875563160809793,0.029321390462264705,0.026001882409504563,0.0005459868919987284,7.592928486019325e-11,8.352221334621258e-11
0,10.053295995765,8.968687660256315,9.303760235554329,4.919721717388033e-05,4.919721717388033e-05,4.919721717388033e-05,0.4368510308263975,0.4557109287277021,0.021363999255633565,0.019544736364928466,0.0002735638775552527,1.4237448103846738e-10,1.4237448103846738e-10
0,9.157029321335537,8.390569481576406,8.72290928836219,2.6185703187963886e-05,2.6185703187963886e-05,2.3276180611523454e-05,0.42152290230696043,0.36132633496169614,0.017083019416685,0.009276305787604714,0.00022171745037698806,7.618789460534912e-11,6.772257298253255e-11
0,9.043489307635701,8.234843874705357,8.529708968080188,2.621415214693906e-05,1.310707607346953e-05,1.7476101431292707e-05,0.496985372503102,0.6026589888327711,0.010563309321823582,0.0026216836440054927,0.0001675931128210497,1.1453029546381162e-10,7.635353030920775e-11
0,15.15197735296369,11.997475113551344,12.975889887172476,5.698693323142729e-05,6.033910577445242e-05,6.369127831747756e-05,0.45864759950924194,0.46747889807384163,0.1557517584424911,0.14137062344463694,0.012505710598086408,1.9103003288959716e-10,2.1350415440602036e-10
0,10.636131080008802,9.481177580202095,9.880063485995949,2.5375719243042294e-05,2.8547684148422582e-05,2.5375719243042294e-05,0.42616300093255766,0.32201153326439597,0.047191288027094214,0.043276743564419295,0.001295692905763565,8.049089088771337e-11,8.049089088771337e-11
