,max GSR,min GSR,mean GSR,number of peaks,number of peaks SCIPY,number of valleys,mean time between peaks,median time between peaks,mean height of peaks,median height of peaks,variance height of peaks,ratio of peaks,ratio of valleys
0,10.937639102058846,7.880493066666076,8.740084992101346,4.364283864660648e-05,4.073331607016604e-05,3.7823793493725614e-05,0.40594240891012195,0.3678422107716345,0.17970077375475632,0.19113373744852666,0.013172642454021635,1.2697982434224852e-10,1.1004918109661539e-10
0,9.54681484708551,7.239407027421531,7.8742679492780985,3.4952202862585413e-05,3.9321228220408593e-05,3.4952202862585413e-05,0.3801532654095524,0.32021460652557626,0.15983063325749558,0.11898452288532982,0.03305434213223085,1.527070606184155e-10,1.527070606184155e-10
0,10.687938187691927,6.6685581444518265,8.096884518294665,3.3521725430251344e-05,3.3521725430251344e-05,3.3521725430251344e-05,0.5628699960444364,0.5869855253189592,0.1246083908604796,0.11978789343298912,0.0051790795424728085,1.1237060758211598e-10,1.1237060758211598e-10
0,7.425374255533118,6.192187272311082,6.554662631150224,6.343929810760574e-06,6.343929810760574e-06,3.171964905380287e-06,0.05712391598099359,0.05712391598099359,0.042732478024958664,0.042732478024958664,0.0021142667274279586,2.0122722721928344e-11,1.0061361360964172e-11
0,9.56204731424318,7.347957402423597,8.458958026686293,5.4322362479544237e-05,3.395147654971515e-05,4.0741771859658174e-05,0.49402793527490513,0.49349829224072955,0.07942960746524305,0.08056417903290211,0.0008974716782297576,3.688648831698744e-10,2.766486623774058e-10
0,7.142418709570078,5.9388237178853975,6.321233280587053,3.5577313059008535e-05,2.134638783540512e-05,2.134638783540512e-05,0.5186176079237792,0.5024121418254007,0.03109950444530284,0.012985381757427857,0.0015172092214033475,2.531490408997398e-10,1.518894245398439e-10
0,8.315205597400107,6.050964139155198,6.89773134007333,2.750683544860898e-06,2.750683544860898e-06,2.750683544860898e-06,0.0,0.0,0.05225082079683907,0.05225082079683907,0.0,7.566259963968515e-12,7.566259963968515e-12
0,9.634377284872357,7.08455298356253,8.030846587052569,3.110032966349443e-05,2.073355310899629e-05,2.073355310899629e-05,0.3844985590180589,0.26186995915490036,0.07635152195696532,0.026744549458252578,0.011007615829812373,1.6120508419633862e-10,1.0747005613089243e-10
0,8.204040983361105,7.265675753488545,7.740370543186934,3.4255256469105186e-05,2.0553153881463112e-05,2.0553153881463112e-05,0.32730897556230004,0.3516267821297178,0.02257219982320247,0.02488711476684307,0.0002633250276812034,2.3468451915283453e-10,1.4081071149170072e-10
0,9.087810986186101,6.260671749504541,7.337357582990839,4.148249208375776e-05,3.6873326296673563e-05,3.6873326296673563e-05,0.4519010504288829,0.48416060177268516,0.08461286535771825,0.053463062269032365,0.003841224387870422,1.9119968327544727e-10,1.6995527402261977e-10
0,7.759171277100454,5.531713879350506,6.336071576281611,1.6533161388454893e-05,8.266580694227446e-06,8.266580694227446e-06,0.6160200822800331,0.6089824665823476,0.009636132829206813,0.00414331442661931,0.00010788203529701014,4.555757091611595e-11,2.2778785458057976e-11
0,10.423017573873961,5.586597163768519,6.945498812899706,2.8939539514047253e-05,3.7621401368261426e-05,3.7621401368261426e-05,0.6191064627779643,0.6361431696898839,0.160755545363888,0.12974159059982832,0.016282070959270208,8.374969472851023e-11,1.0887460314706329e-10
0,8.464736181202444,5.96947214385706,6.740194069644221,2.3276180611523454e-05,1.4547612882202159e-05,1.7457135458642593e-05,0.47535779853883775,0.2835940750482253,0.05133162962776729,0.029426494665515328,0.003257689573392417,6.772257298253255e-11,5.0791929736899415e-11
0,9.613882780573222,6.393510670374009,7.2903710734105,1.7476101431292707e-05,1.310707607346953e-05,1.310707607346953e-05,0.20766414428269342,0.14519581971653764,0.24839353525278074,0.1648054004298627,0.06098232380009884,7.635353030920775e-11,5.726514773190581e-11
0,10.597647008142019,7.503763636479734,8.605299250862133,3.3521725430251344e-05,2.346520780117594e-05,2.346520780117594e-05,0.3140348760031376,0.2572289600890337,0.10826748750244293,0.06036783307813911,0.009148881166381774,1.1237060758211598e-10,7.865942530748118e-11
0,11.334901123320636,7.025535603758203,8.200142133712399,2.8547684148422582e-05,2.5375719243042294e-05,2.5375719243042294e-05,0.38815017350648034,0.34999460765966084,0.2241774805723712,0.1713960128225943,0.02816758544259317,9.055225224867755e-11,8.049089088771337e-11
0,7.2721723591816865,6.739013321424472,6.959217353143198,4.7532067169601205e-05,2.0370885929829087e-05,2.7161181239772118e-05,0.41331848522092224,0.42219679633867274,0.0323898020350767,0.016076574180131465,0.0010039798435551252,3.227567727736401e-10,1.844324415849372e-10
0,8.901456586968719,7.44596293989294,7.921208622559285,5.692370089441365e-05,6.403916350621535e-05,5.692370089441365e-05,0.5401205359366439,0.6587424131379902,0.09936374609082685,0.057799241306202474,0.006047752759207455,4.050384654395837e-10,4.050384654395837e-10
0,21.0963656697678,17.946145286608388,18.868519855132593,1.9254784814026286e-05,3.300820253833077e-05,3.0257518993469876e-05,0.4965258866828407,0.493405236201196,0.21436778429778164,0.24299349524746844,0.020170452266038467,5.296381974777961e-11,8.322885960365366e-11
0,25.764217599233564,21.470112574875376,22.950726850068197,4.146710621799258e-05,3.628371794074351e-05,3.628371794074351e-05,0.4207356264643072,0.31400447844747154,0.18974519815400875,0.16874578173032154,0.017027128401173864,2.1494011226178485e-10,1.8807259822906173e-10
0,25.312352461939962,20.76671309875593,21.969731338309224,4.1106307762926224e-05,3.4255256469105186e-05,3.4255256469105186e-05,0.5240985729260155,0.5619711844782582,0.22255831947109422,0.14760977394444783,0.04919187758654906,2.8162142298340144e-10,2.3468451915283453e-10
0,32.226805219240795,25.548331355923878,27.527658128586417,6.452832101917874e-05,7.374665259334713e-05,6.913748680626293e-05,0.4899174498407533,0.46724957249987326,0.3737695132991321,0.38120214467153796,0.014327443241709282,2.9742172953958465e-10,3.1866613879241207e-10
0,20.014429798831603,17.359299279899147,18.272441520859935,1.6533161388454893e-05,1.3777634490379077e-05,1.3777634490379077e-05,0.23070648954139766,0.1745516068855106,0.053138843843984596,0.02987534062677962,0.003313964386655518,4.555757091611595e-11,3.7964642430096626e-11
0,21.97284012436994,18.537770576461895,19.460266041703292,1.4469769757023627e-05,2.31516316112378e-05,2.31516316112378e-05,0.3567029761422436,0.3930698484725711,0.29330099163760026,0.24008215575364827,0.08913865541348398,4.1874847364255115e-11,6.699975578280818e-11
0,24.65577543454216,19.425444563625557,20.681557321932527,2.036665803508302e-05,2.3276180611523454e-05,2.3276180611523454e-05,0.29821733551741497,0.18208519664008332,0.3167428099523144,0.14661239276726507,0.07473050300241267,5.925725135971598e-11,6.772257298253255e-11
0,22.472478766289534,19.725832841070442,20.606788790017383,3.4952202862585413e-05,2.621415214693906e-05,2.1845126789115883e-05,0.4542082452246553,0.3967774068960696,0.22698257188858537,0.1508214942126467,0.04748980042020998,1.527070606184155e-10,9.544191288650969e-11
0,27.368486310115042,23.372709173710792,24.784008106087658,7.039562340352782e-05,6.033910577445242e-05,5.698693323142729e-05,0.5051020066104842,0.5163451933197906,0.28366767622810185,0.2691331953216453,0.03503236568580021,2.3597827592244355e-10,1.9103003288959716e-10
0,18.6845580078738,16.99498965699889,17.595174638625394,3.489161395918316e-05,2.8547684148422582e-05,2.8547684148422582e-05,0.43740127259232003,0.3842597585500314,0.04837062259741074,0.02615723436451132,0.0020663065403094174,1.106749749706059e-10,9.055225224867755e-11
0,30.398781116094955,26.394944242369526,27.909462810299143,9.506413433920241e-05,8.148354371931635e-05,7.469324840937332e-05,0.4983194019107891,0.5123821034976811,0.2603039805255326,0.22067209578763775,0.023868412102288687,6.455135455472802e-10,5.071892143585773e-10
0,29.432469559477262,24.50630680391885,25.808836036019347,4.9808238282611946e-05,4.9808238282611946e-05,4.9808238282611946e-05,0.4649883662186297,0.40290951266196573,0.34462025921942185,0.37379742956474304,0.04113198229203095,3.544086572596357e-10,3.544086572596357e-10
0,11.896380393161877,8.079311133644525,8.98878308592916,2.2005468358887183e-05,2.2005468358887183e-05,2.2005468358887183e-05,0.4380381024684634,0.5013505856205267,0.09603030457427125,0.05978235138603577,0.011551025162471223,6.053007971174812e-11,6.053007971174812e-11
0,10.74156066827187,6.694656317950825,7.8077118915432395,1.0366776554498145e-05,2.073355310899629e-05,1.5550164831747215e-05,0.04360784557649645,0.04360784557649645,0.2746808614830073,0.2746808614830073,0.01615202434550866,5.373502806544621e-11,8.060254209816931e-11
0,9.968461884702654,6.764617331332558,7.577881065364088,1.3702102587642075e-05,1.3702102587642075e-05,1.3702102587642075e-05,0.8549769462123963,0.8549769462123963,0.24143251307949765,0.24143251307949765,0.09235933443727697,9.387380766113381e-11,9.387380766113381e-11
0,12.996324344800515,9.3878758288215,10.651712597358546,5.9919155232094547e-05,5.530998944501035e-05,5.530998944501035e-05,0.4813213556478413,0.507418452334312,0.26353191828651934,0.22059145606679295,0.04430538535042398,2.761773202867572e-10,2.5493291103392966e-10
0,14.189190924326976,8.518105533857568,9.715196099098959,1.3777634490379077e-05,1.9288688286530708e-05,2.2044215184606524e-05,0.4286690529529604,0.41342410038935595,0.23474370558544133,0.11964044242093333,0.10321256465607415,3.7964642430096626e-11,6.074342788815461e-11
0,9.2208559826979,5.881868538479038,6.503600787061069,8.681861854214176e-06,5.78790790280945e-06,2.893953951404725e-06,0.5958332851007675,0.5958332851007675,0.22544582783139835,0.13443897011180345,0.06955214716875599,2.512490841855307e-11,8.374969472851023e-12
0,9.682769532212253,5.924463779991546,6.73953765045424,2.9095225764404317e-06,8.728567729321296e-06,5.8190451528808634e-06,0.0,0.0,0.5068928272708495,0.5068928272708495,0.0,8.465321622816569e-12,1.6930643245633137e-11
0,8.086682664837246,6.28842118081801,6.7685582937053175,1.310707607346953e-05,1.310707607346953e-05,8.738050715646353e-06,0.7655187780709879,0.7655209625836669,0.1180843985095158,0.12511176195701396,0.008123453129345653,5.726514773190581e-11,3.8176765154603874e-11
0,9.757935824588914,7.248012042296543,7.87535507703684,3.3521725430251344e-05,4.022607051630162e-05,3.6873897973276484e-05,0.4725390025275381,0.48949429125015925,0.12572346007986931,0.07944493521041276,0.013131574189603966,1.1237060758211598e-10,1.236076683403276e-10
0,11.557176421676472,8.462489583046164,9.67218314711271,3.489161395918316e-05,3.8063578864563445e-05,3.8063578864563445e-05,0.4471074852027837,0.32377038780442935,0.10157734194168339,0.05163937992237122,0.011657417206065557,1.106749749706059e-10,1.2073633633157007e-10
0,14.063348798542966,9.476651371095226,11.031018924701785,4.7532067169601205e-05,5.4322362479544237e-05,5.4322362479544237e-05,0.4003693920648609,0.4146290122157413,0.701955523051251,0.8245803445360231,0.0767937450406494,3.227567727736401e-10,3.688648831698744e-10
0,10.698629096222453,7.428583641212998,8.384868816911931,5.692370089441365e-05,4.9808238282611946e-05,4.9808238282611946e-05,0.4073744654508713,0.39299411551242003,0.07516896848616143,0.08217226591438777,0.0042771130608233385,4.050384654395837e-10,3.544086572596357e-10
0,15.391917488084028,13.39068368668381,14.1369397401813,4.676162026263526e-05,4.4010936717774365e-05,4.4010936717774365e-05,0.4198973444901058,0.42511264049116204,0.1408526248985595,0.14040899834602277,0.009500197472670462,1.2862641938746474e-10,1.2106015942349625e-10
0,15.890633782575437,13.929750446056639,14.645878993365889,4.146710621799258e-05,3.628371794074351e-05,3.628371794074351e-05,0.41481619705168876,0.38306276046526094,0.14687509272432833,0.15800472650768885,0.011596818313578101,2.1494011226178485e-10,1.8807259822906173e-10
0,15.713333415459948,14.692791590168644,15.214313344842848,6.851051293821037e-05,6.165946164438933e-05,5.48084103505683e-05,0.471708583682166,0.42134650562128756,0.13059535731199834,0.13399996817515397,0.0021147483614109746,4.693690383056691e-10,3.7549523064453525e-10
0,17.47465709635191,12.62898595687491,15.866321239676942,7.374665259334713e-05,6.452832101917874e-05,6.452832101917874e-05,0.4412999691185892,0.43281449490456725,0.13048427431382603,0.11502708082059065,0.005687291509080893,3.3991054804523954e-10,2.9742172953958465e-10
0,14.878328707402028,13.300699705098246,13.975972179562262,4.408843036921305e-05,4.1332903471137235e-05,4.1332903471137235e-05,0.4849865116958339,0.4563924090745012,0.11210220062926841,0.08614946325419165,0.007049729075076338,1.2148685577630922e-10,1.1389392729028989e-10
0,11.994606505031925,10.225797901892001,11.128745400667917,3.7621401368261426e-05,3.4727447416856705e-05,3.183349346545198e-05,0.3810961139986341,0.34609084700244247,0.08270271597692652,0.05182280471712988,0.006779059587463461,1.0887460314706329e-10,9.212466420136125e-11
0,13.528714940960146,11.137446755109096,12.19902429994571,3.4914270917285186e-05,2.6185703187963886e-05,2.6185703187963886e-05,0.5082092179494266,0.5322127792050603,0.0256108747316853,0.017404293527288808,0.000482100378611992,1.0158385947379883e-10,7.618789460534912e-11
0,14.925926023373444,12.239829510474973,13.400089809017901,2.1845126789115883e-05,2.1845126789115883e-05,2.1845126789115883e-05,0.24659216022089792,0.15683271875709967,0.12276846701537765,0.07154270654937422,0.01622822441460216,9.544191288650969e-11,9.544191288650969e-11
0,17.477057490307907,14.123647875459074,15.650490530658452,6.033910577445242e-05,5.3634760688402156e-05,5.3634760688402156e-05,0.45850010391734886,0.43841388603954223,0.22411794816265915,0.24411217487848202,0.017203555877127106,2.0226709364780876e-10,1.7979297213138558e-10
0,13.712893062061841,12.504005617453933,13.03269264828339,2.8547684148422582e-05,3.8063578864563445e-05,3.8063578864563445e-05,0.5190349613971871,0.5643893015967671,0.06745924828334579,0.03465741471919502,0.003964068381255174,9.055225224867755e-11,1.2073633633157007e-10
0,13.086250122396004,11.391871930641013,12.15596197643512,4.7532067169601205e-05,4.0741771859658174e-05,4.7532067169601205e-05,0.3592881054397056,0.37871174517379763,0.12109109126308303,0.1143251575347824,0.0075973446924737535,3.227567727736401e-10,3.227567727736401e-10
0,13.084280025870887,11.988542076748201,12.33996718444092,4.269277567081024e-05,4.9808238282611946e-05,4.269277567081024e-05,0.39519990892207857,0.32377489522481306,0.07233626901296554,0.06758884415868803,0.001970885013802657,3.037788490796878e-10,3.037788490796878e-10
0,18.005481942683055,15.888837017148532,16.74669459093163,1.1002734179443591e-05,1.375341772430449e-05,1.375341772430449e-05,0.19909172429348693,0.18679891953150357,0.13281336373877758,0.08566709241167561,0.01911021837090715,3.026503985587406e-11,3.783129981984258e-11
0,20.687333956520163,16.5840965858462,17.558031355536098,1.5550164831747215e-05,2.073355310899629e-05,2.073355310899629e-05,0.24500839708900915,0.24501098878314778,0.33845262002824816,0.13769404807961677,0.16083811428430783,8.060254209816931e-11,1.0747005613089243e-10
0,20.434437466091136,16.981403748040375,18.23677805410503,1.3702102587642075e-05,2.0553153881463112e-05,1.3702102587642075e-05,0.1293272952734597,0.1293272952734597,0.43931577103409497,0.43931577103409497,0.17774034821420145,9.387380766113381e-11,9.387380766113381e-11
0,30.694766192472724,24.996346628861474,28.525744160745663,7.374665259334713e-05,5.9919155232094547e-05,5.9919155232094547e-05,0.48615176139270555,0.47022709359832965,0.31225024472259,0.34329809916732523,0.022528013893450497,3.3991054804523954e-10,2.761773202867572e-10
0,15.123577144381118,14.223672335844197,14.646021256000683,1.9288688286530708e-05,2.479974208268234e-05,2.479974208268234e-05,0.19259755254100913,0.19858806801742596,0.036134266709715986,0.028580766417309004,0.0012010604031126343,5.315049940213528e-11,6.833635637417393e-11
0,28.414366135463684,20.929876732719134,22.66268270673885,8.681861854214176e-06,2.8939539514047253e-05,2.604558556264253e-05,0.2263129869077523,0.2263129869077523,0.39655843380287353,0.13229548211279626,0.2404454771276664,2.512490841855307e-11,7.537472525565921e-11
0,24.584368580765354,20.32731860276272,21.704523954065035,2.9095225764404318e-05,3.4914270917285186e-05,3.200474834084475e-05,0.27131007073049385,0.22128373955117706,0.12826331016429476,0.0744591751905297,0.015822132445396014,8.465321622816568e-11,9.311853785098226e-11
0,20.63265532766677,19.123480008508853,19.67403780326722,2.1845126789115883e-05,1.310707607346953e-05,8.738050715646353e-06,0.3016986770591217,0.3022120375386659,0.07540309924870597,0.03759217883946732,0.008204175608939124,9.544191288650969e-11,3.8176765154603874e-11
0,23.480814464519565,18.76013251664397,21.02000214208324,4.022607051630162e-05,3.6873897973276484e-05,3.6873897973276484e-05,0.3591986966753153,0.3541670856882345,0.3473789347203585,0.3116463699426991,0.05057108420307745,1.348447290985392e-10,1.236076683403276e-10
0,16.356788406470773,14.945252246010272,15.430001163666555,2.5375719243042294e-05,2.8547684148422582e-05,2.8547684148422582e-05,0.4411727388648172,0.3878361489808477,0.02124409279513445,0.01049864991553307,0.0005706052550470703,8.049089088771337e-11,9.055225224867755e-11
