mean,variance,standard deviation,number of peaks,number of valleys,gfgb,max,min,ratio of peak to time
-0.8873442471595070,-0.8524278027454020,-1.1018267425991400,-1.14605527967909,-1.2118597631732600,0.0,-0.9715358504626670,0.4735352509364110,-1.240390726586680
1.7289169789053800,0.11526277958961200,0.4137810832277440,0.2251441382106700,0.15049572820044100,0.0,1.2759717707886200,1.869222159021760,0.43934647090337700
-0.21906711258422800,-0.24187865920179100,0.038037637030278700,0.6134674881052740,0.536314480203497,0.0,-0.4539815237623490,-1.3017790577211800,1.602390371438030
1.5205508258522300,0.9549138299724400,1.0915405870677900,0.6437585062157490,0.5664101280893570,0.0,1.6688032445702000,0.27402457972305900,0.47822389346002000
-1.314356966084940,-0.8386198056743790,-1.044151853720590,-0.25580597143193700,-0.3273523618729650,0.0,-1.2373030295332100,-0.18635211075609200,-0.8604741068095220
-0.6379596202482380,-0.8023029808508400,-0.9187190217905340,-0.13319570402082400,-0.20553290299119600,0.0,-0.7403240419192460,0.6806325957982840,-0.7535243078889790
0.9632877803631100,-0.2735586934282010,0.00020104559363587700,-0.35368579871806600,-0.4246008863823940,0.0,0.6473931157253260,0.4802215744784410,-0.8464129360059670
-0.2915773505559060,-0.6386089466344810,-0.5366549877540400,1.876935957907850,2.1411663708214600,0.0,-0.4926866801615630,0.45107074788294800,1.1862448099718500
0.6460213033748640,2.2566506825062900,1.8845781889452800,1.082434816811150,0.734075232466251,0.0,0.9399639292474810,-2.326773054302610,0.05700111621733290
-1.5138351839682000,-0.8688512990744510,-1.1834178266255500,-2.1856598593201800,-1.9909943282108500,0.0,-1.4646176858524800,-0.31774510138147600,-1.6486870112603300
0.061328066428692300,1.5707613458134100,1.4929389355745000,0.03734799067990650,0.5071507336596270,0.0,0.8169378929644590,-0.2220129228982890,0.9673284600869230
-0.055964474323253300,-0.38134045027220300,-0.1363070449493730,-0.4046862847605150,-0.47527243080996300,0.0,0.01137885839542880,0.1259553392187490,0.6189539664739480
-0.5261534456960200,-0.4835119039472770,-0.4613851181659330,-1.146779035150570,-1.4299191721320500,0.0,-0.3073673868995540,0.12797611646406100,-1.3488814793737200
-1.831503531012920,-0.2968363245010280,-0.1338892326663360,-0.32577344596989100,-0.4296142645272100,0.0,-1.269901066124230,-2.0493261515515300,0.1181861705404720
-0.7158483801929130,-0.42301328683867500,-0.34634350513934800,-0.659427666907928,-0.16319437359849600,0.0,-0.496569457313353,-0.24189087460695500,0.5049722348773370
2.530579078010280,-0.16674981379677900,0.058012247400160000,1.0275142881970300,0.8363384094857420,0.0,1.5119691923395500,0.745206372746473,0.8648570241680300
-0.22128071944546900,2.8242394497743400,2.4998694947682300,-0.14830055437262400,-0.26359466942559700,0.0,1.751920412055880,-1.7029849687534000,-0.9031863891445920
0.3057258339674970,-0.37509646556143200,-0.2618816682635300,0.0016514424798524200,-0.12331989518785300,0.0,0.5113240433499830,0.2603829129197290,-0.7664326391672540
-0.36425097292437900,-0.7474042290425600,-1.2341226002096600,-0.2441303329860930,-0.10754346052744900,0.0,-1.4166905281720100,0.7371857678839950,-0.8739922758279600
0.4834078917225520,-0.6947193004644760,-1.0038881156762400,1.2051341372332300,1.0024954780588700,0.0,-0.9462331447428790,1.5576966645223900,0.8288359548829990
0.6653398188913120,-0.08795161554150960,0.1645168466651860,2.011045720630400,1.7563971785333200,0.0,0.5338322281773670,0.5939967039811670,0.5528046501942520
