ibi,bpm,sdsd,rmssd,pnn50,pnn20,pnn50pnn20,lf,hf,vlf,flf,Vhf,fvlf,maxSig,minSig,meanSig,sdSig,varSig
643.0789474,93.29865756,231.6600716,69577.84193,0.334801762,0.440528634,0.76,7.03E-08,2.70E-07,2.12E-08,1.42E-08,4.94E-08,4.22E-09,0.445412641,-0.543555625,4.61E-05,0.110980642,0.012316703
690.9851485,86.66633461,344.1644798,113081.7694,0.422885572,0.427860697,0.988372093,3.98E-09,8.84E-08,7.56E-10,8.69E-08,2.25E-07,2.88E-08,0.449127253,-0.564314236,-8.51E-06,0.111404968,0.012411067
727.9859438,82.35546533,201.9581705,55892.93101,0.398390342,0.438631791,0.908256881,1.19E-07,5.63E-07,4.39E-08,1.03E-07,3.71E-07,3.49E-08,0.592190512,-0.533668112,-3.97E-05,0.113884729,0.012969732
738.7076923,81.17186042,201.1455528,37043.81896,0.393822394,0.44015444,0.894736842,1.48E-08,3.73E-07,4.09E-09,1.17E-10,2.23E-08,1.56E-11,0.449518284,-0.415072126,-1.70E-05,0.098408638,0.00968426
714.1428571,83.85686784,196.2543844,54312.13965,0.391089109,0.415841584,0.94047619,1.90E-07,1.14E-06,5.64E-08,1.75E-10,3.28E-08,2.57E-11,0.501193192,-0.453403902,-7.50E-05,0.106236777,0.011286253
723.3946488,82.96498417,346.7399898,132865.568,0.429530201,0.456375839,0.941176471,1.15E-07,7.32E-07,3.81E-08,4.70E-08,9.05E-08,1.58E-08,0.540751669,-0.501623338,4.88E-05,0.117409888,0.013785082
749.8571429,80.02050112,223.3207013,64893.10631,0.419087137,0.439834025,0.952830189,1.60E-07,4.81E-07,5.98E-08,6.24E-09,3.95E-08,2.19E-09,0.596667236,-0.514476411,-4.63E-05,0.108663316,0.011807716
680.5601578,88.20771644,233.2785975,76027.61053,0.359683794,0.395256917,0.91,3.12E-08,2.24E-07,1.10E-08,6.14E-09,5.90E-08,1.85E-09,0.516952809,-0.513368566,2.06E-05,0.113808429,0.012952358
694.4878543,86.41282052,227.7796418,74445.66397,0.354969574,0.39148073,0.906735751,8.27E-09,2.21E-07,2.95E-09,2.85E-10,2.99E-08,6.42E-11,0.500792174,-0.490749474,1.07E-05,0.108639887,0.011802625
734.4951768,81.7881547,218.0256556,53216.22807,0.409677419,0.448387097,0.913669065,1.08E-08,9.11E-07,2.95E-09,2.27E-09,1.02E-07,4.10E-10,0.519575129,-0.477311181,1.35E-05,0.105490009,0.011128142
724.7341463,82.66457491,217.7358875,62236.93734,0.393643032,0.413202934,0.952662722,8.43E-10,2.33E-07,2.05E-10,1.03E-07,3.29E-07,3.30E-08,0.467369729,-0.430277226,-3.03E-06,0.099488191,0.0098979
745.4146919,80.5044693,201.6506183,43041.89097,0.399049881,0.427553444,0.933333333,4.21E-08,9.59E-07,1.34E-08,9.29E-08,3.51E-07,3.19E-08,0.541724272,-0.510999088,2.36E-05,0.10640106,0.011321186
704.5288462,85.15030319,171.7104386,35079.32899,0.342995169,0.367149758,0.934210526,4.70E-08,3.39E-07,1.47E-08,2.68E-07,8.29E-07,8.19E-08,0.566992224,-0.496034498,3.83E-05,0.110711731,0.012257087
719.5670103,83.25091256,209.6068818,52183.44389,0.388601036,0.435233161,0.892857143,2.24E-07,5.57E-07,7.55E-08,7.67E-10,7.54E-08,1.52E-10,0.543690872,-0.472597911,8.69E-05,0.108488967,0.011769856
913.0806045,65.68632305,341.9595365,133364.2192,0.436868687,0.457070707,0.955801105,9.83E-08,3.95E-07,3.29E-08,1.68E-08,6.56E-08,5.55E-09,0.595232684,-0.52799359,3.42E-05,0.136105733,0.018524771
859.1071429,69.97574174,325.3747389,47704.44759,0.493273543,0.493273543,1,1.51E-07,7.18E-07,4.61E-08,2.19E-07,6.48E-07,7.10E-08,0.55862121,-0.514851169,5.73E-05,0.131337255,0.017249475
994.1164384,60.42627241,337.2717937,150989.6507,0.379310345,0.386206897,0.982142857,1.40E-08,5.46E-07,1.59E-09,7.98E-07,2.15E-06,2.44E-07,0.623365014,-0.597678839,-1.20E-05,0.141828429,0.020115303
806.130597,74.3919358,334.345133,109656.351,0.471910112,0.516853933,0.913043478,1.16E-07,4.43E-07,3.72E-08,4.39E-08,2.28E-07,1.37E-08,0.588771145,-0.546860219,-4.82E-05,0.135441175,0.018344312
861.1833333,69.60460945,320.6114729,81120.31037,0.465393795,0.479713604,0.970149254,8.68E-08,6.94E-07,2.98E-08,2.38E-08,1.16E-07,8.01E-09,0.589945461,-0.543639587,-3.26E-05,0.135923483,0.018475193
860.4339152,69.80216931,353.7484558,109219.1111,0.47,0.48,0.979166667,2.12E-09,7.88E-08,6.51E-10,7.85E-08,3.00E-07,2.58E-08,0.573264418,-0.517423411,4.99E-06,0.135820663,0.018447252
882.1752577,67.90825693,376.1627447,154343.2675,0.447028424,0.485788114,0.920212766,3.43E-07,1.55E-06,1.12E-07,4.53E-08,2.08E-07,1.51E-08,0.587715904,-0.568563683,6.56E-05,0.141216985,0.019942237
800.4105263,74.97247514,357.1669426,177348.0157,0.443661972,0.48943662,0.90647482,8.77E-07,3.21E-06,2.73E-07,1.47E-07,4.02E-07,4.57E-08,0.60740389,-0.558769295,0.000130511,0.139003364,0.019321935
879.5502959,68.18318953,345.1037968,89777.86558,0.465875371,0.483679525,0.963190184,1.67E-07,8.75E-07,5.21E-08,1.10E-08,8.45E-08,3.21E-09,0.577237823,-0.510428793,4.86E-05,0.13497092,0.018217149
870.8060942,68.89507774,322.2035971,82045.00364,0.477777778,0.488888889,0.977272727,8.74E-09,6.80E-08,3.04E-09,6.71E-10,3.07E-08,3.25E-11,0.581097753,-0.520338878,1.13E-05,0.134010151,0.01795872
746.4336735,80.26129056,308.2815203,115073.2684,0.497435897,0.538461538,0.923809524,8.80E-10,1.93E-07,1.59E-10,1.04E-07,3.54E-07,3.17E-08,0.609445202,-0.551103255,-3.94E-06,0.139023738,0.0193276
910.6666667,65.74687453,323.3332969,101226.9502,0.460526316,0.473684211,0.972222222,2.36E-10,4.47E-08,9.52E-11,3.79E-09,1.09E-07,5.84E-10,0.582905539,-0.540762576,3.11E-06,0.141667208,0.020069598
725.792,82.68554736,336.1186455,150490.7558,0.458917836,0.517034068,0.887596899,8.55E-08,3.79E-07,2.87E-08,3.12E-09,8.08E-08,4.35E-10,0.818185787,-0.760645352,-3.20E-05,0.169707957,0.028800791
796.9045643,75.26279779,257.7150873,108487.9947,0.479166667,0.483333333,0.99137931,1.78E-09,1.10E-07,3.99E-11,9.59E-09,7.08E-08,2.85E-09,0.774113372,-0.733085007,-8.74E-07,0.180512158,0.032584639
799.0879121,75.22454321,207.9454407,19533.85492,0.497237569,0.497237569,1,1.17E-06,2.39E-06,3.72E-07,1.21E-08,8.59E-08,3.07E-09,0.794546871,-0.730887972,0.00019291,0.174096248,0.030309504
779.5270758,76.88088533,379.4881002,147500.417,0.40942029,0.423913043,0.965811966,2.65E-07,8.27E-07,8.61E-08,9.01E-08,2.91E-07,2.94E-08,0.764957119,-0.71993386,-7.33E-05,0.182169736,0.033185813
714.6193294,83.98845985,323.254688,136668.6924,0.42687747,0.488142292,0.874493927,6.00E-08,2.53E-07,2.08E-08,1.97E-08,6.29E-08,6.89E-09,0.758838417,-0.708352933,-2.72E-05,0.171931924,0.029560587
880.5459184,68.23943417,288.3317078,107088.9121,0.450127877,0.460358056,0.977777778,1.26E-08,8.72E-08,4.18E-09,3.47E-07,9.55E-07,1.17E-07,0.827820627,-0.750056087,-1.27E-05,0.183162483,0.033548495
817.5095238,73.49454028,284.9873709,88486.22355,0.448687351,0.45823389,0.979166667,6.33E-07,1.98E-06,2.10E-07,9.36E-08,3.04E-07,3.09E-08,0.748389288,-0.691352505,-8.97E-05,0.164919148,0.027198325
824.299639,72.87534297,270.5618153,42982.14917,0.492753623,0.496376812,0.99270073,1.89E-07,6.99E-07,5.83E-08,5.26E-07,1.61E-06,1.64E-07,0.764762431,-0.74236139,-6.03E-05,0.183490582,0.033668794
842.6288952,71.20014481,278.918545,127480.5555,0.454545455,0.463068182,0.981595092,3.35E-08,1.28E-07,1.08E-08,2.98E-08,1.15E-07,9.66E-09,0.730105019,-0.710640424,2.21E-05,0.168008496,0.028226855
735.296729,81.64637666,356.6866075,153995.2934,0.466042155,0.508196721,0.917050691,5.94E-07,1.90E-06,2.04E-07,2.60E-08,1.48E-07,8.39E-09,0.748916214,-0.694962545,9.20E-05,0.170184655,0.028962817
811.9777778,73.74260707,336.7207048,146519.1336,0.441340782,0.441340782,1,3.17E-07,1.40E-06,9.31E-08,1.39E-07,5.58E-07,4.08E-08,0.78066239,-0.742313756,9.63E-05,0.185303212,0.03433728
850.8963415,70.44307986,310.4901889,86286.24683,0.472392638,0.472392638,1,3.70E-07,7.73E-07,1.26E-07,1.53E-07,8.27E-07,4.91E-08,0.746381631,-0.696621288,-0.000112463,0.175058923,0.030645627
1040.186246,57.76435444,472.5513768,229809.804,0.416666667,0.448275862,0.929487179,1.11E-06,2.89E-06,3.84E-07,7.41E-08,1.98E-07,2.50E-08,0.551845537,-0.591704647,-0.000117062,0.139060118,0.019337717
965.6834171,62.20065933,471.5447793,207132.1294,0.434343434,0.449494949,0.966292135,1.50E-07,4.07E-07,5.00E-08,6.09E-08,2.92E-07,1.92E-08,0.531008199,-0.577083617,5.97E-05,0.14075418,0.019811739
985.9795918,60.83733549,478.0388823,221961.8801,0.417808219,0.445205479,0.938461538,3.36E-07,1.49E-06,9.84E-08,2.82E-10,2.07E-08,1.11E-10,0.551366391,-0.620367861,9.90E-05,0.139706063,0.019517784
1170.210811,51.43829018,386.6214701,219789.919,0.380434783,0.472826087,0.804597701,2.13E-07,6.89E-07,6.85E-08,2.62E-07,7.54E-07,8.51E-08,0.522119522,-0.577276128,-6.54E-05,0.145195257,0.021081663
1040.37931,57.70073325,449.0620617,209698.6299,0.42074928,0.46685879,0.901234568,3.02E-07,1.06E-06,1.05E-07,6.30E-08,1.92E-07,2.19E-08,0.551753105,-0.585257856,-6.11E-05,0.144700102,0.02093812
955.1555556,62.68304259,452.5881468,205366.693,0.448467967,0.459610028,0.975757576,2.21E-10,2.34E-08,7.45E-11,5.10E-08,2.07E-07,1.66E-08,0.553177869,-0.615561373,1.69E-06,0.139467152,0.019451086
929.1436314,64.5914012,451.4378323,189064.5352,0.451086957,0.461956522,0.976470588,4.48E-07,1.28E-06,1.50E-07,7.40E-08,2.36E-07,2.41E-08,0.556656596,-0.59168033,7.60E-05,0.144112263,0.020768344
933.9631148,64.22467276,452.8002888,191294.1148,0.46090535,0.465020576,0.991150442,8.44E-08,4.29E-07,2.48E-08,2.07E-08,8.99E-08,6.18E-09,0.536781685,-0.581335774,3.93E-05,0.1408847,0.019848499
1011.863946,59.33345401,446.0080494,202325.8546,0.440273038,0.467576792,0.941605839,6.44E-08,2.61E-07,2.05E-08,3.31E-09,7.58E-08,6.05E-10,0.565596308,-0.627810506,-3.05E-05,0.143907165,0.020709272
1038.10596,57.66632198,458.3761712,222541.6522,0.418604651,0.458471761,0.913043478,1.09E-06,2.72E-06,3.79E-07,4.68E-08,2.01E-07,1.56E-08,0.563055584,-0.61161083,0.000125683,0.142050326,0.020178295
1061.362319,56.63106288,423.7609652,193122.0523,0.430656934,0.459854015,0.936507937,1.30E-08,1.93E-07,3.20E-09,2.64E-07,7.88E-07,8.05E-08,0.518560926,-0.559656837,1.77E-05,0.136910324,0.018744437
1026.882353,58.48910267,428.9879016,202571.908,0.437037037,0.466666667,0.936507937,1.16E-07,6.17E-07,3.55E-08,1.02E-07,3.26E-07,3.31E-08,0.521050406,-0.548457541,5.94E-05,0.130716666,0.017086847
694.9001919,86.15140863,355.2598126,154789.8805,0.45,0.501923077,0.896551724,2.03E-07,1.06E-06,6.60E-08,7.16E-10,2.32E-08,3.18E-11,0.697927422,-0.547733967,-4.85E-05,0.138230095,0.019107559
665.0761246,90.19095602,274.2608824,106986.9079,0.440972222,0.513888889,0.858108108,2.27E-07,6.01E-07,7.48E-08,4.94E-08,2.34E-07,1.56E-08,0.632495676,-0.47580229,-7.31E-05,0.129356242,0.016733037
652.8063063,91.66706631,272.0273153,106771.0969,0.461538462,0.556561086,0.829268293,8.83E-11,1.40E-07,1.95E-11,1.71E-08,1.59E-07,4.78E-09,0.616847743,-0.514981857,1.37E-06,0.128786407,0.016585939
701.9090909,85.45393369,251.4371501,91337.51201,0.465798046,0.553745928,0.841176471,1.05E-07,2.33E-06,3.19E-08,4.95E-08,2.26E-07,1.58E-08,0.716108307,-0.485230674,-4.45E-05,0.133440051,0.017806247
650.9048474,92.25504055,285.1026754,122682.2059,0.467625899,0.559352518,0.836012862,3.75E-09,1.97E-07,9.11E-10,1.12E-10,1.40E-08,6.19E-11,0.645079224,-0.486706847,5.63E-06,0.132452261,0.017543601
829.7980769,72.40672786,332.3339451,88746.54903,0.477108434,0.496385542,0.961165049,4.68E-10,1.75E-07,9.37E-11,3.61E-08,6.33E-08,1.27E-08,0.672156048,-0.510496432,-1.85E-06,0.136803741,0.018715263
738.1806452,81.35025124,349.9836577,154664.5304,0.4375,0.497844828,0.878787879,5.72E-08,3.99E-07,1.82E-08,4.15E-08,9.98E-08,1.39E-08,0.667073492,-0.528010961,-2.64E-05,0.139803449,0.019545004
704.3919753,85.19599448,301.6613595,129178.647,0.470588235,0.535603715,0.878612717,2.36E-07,1.14E-06,7.13E-08,5.79E-08,1.84E-07,1.76E-08,0.668760006,-0.511704807,6.67E-05,0.139255822,0.019392184
671.9074492,89.30187655,285.7212027,118702.015,0.457013575,0.50678733,0.901785714,2.07E-08,5.72E-07,6.90E-09,2.23E-07,6.69E-07,7.23E-08,0.686682527,-0.559258778,1.77E-05,0.131512502,0.017295538
697.2616408,86.02368823,331.2648122,130792.0117,0.444444444,0.497777778,0.892857143,6.60E-08,3.19E-07,2.20E-08,1.16E-08,1.28E-07,3.29E-09,0.665751364,-0.506420933,-3.02E-05,0.135164805,0.018269525
637.2,94.113493,267.4547828,148476.8597,0.427947598,0.524017467,0.816666667,5.77E-07,1.44E-06,1.81E-07,1.17E-07,4.01E-07,3.48E-08,0.61790929,-0.485378501,-0.000134548,0.125168134,0.015667062
642.4082569,93.49717872,280.8766193,134612.3496,0.483870968,0.580645161,0.833333333,3.21E-07,1.29E-06,1.04E-07,1.81E-09,6.42E-08,3.49E-11,0.649567866,-0.492388194,-0.000101694,0.131220983,0.017218946
875.8792271,68.49202027,92.70074862,21065.17249,0.237288136,0.399515738,0.593939394,1.37E-08,1.09E-07,5.64E-09,1.16E-08,6.93E-08,3.72E-09,0.4252031,-0.389291719,1.43E-05,0.096021289,0.009220088
904.9292453,66.24370218,102.4438795,13560.23945,0.317535545,0.407582938,0.779069767,4.72E-09,9.39E-08,2.01E-09,4.57E-09,3.87E-08,1.15E-09,0.399751094,-0.398565947,1.21E-05,0.090569616,0.008202855
938.1741935,64.12584011,138.4353608,14493.23432,0.435064935,0.487012987,0.893333333,3.00E-07,1.13E-06,8.96E-08,6.38E-08,2.57E-07,1.89E-08,0.403322948,-0.387339675,9.46E-05,0.090319981,0.008157699
979.1809955,61.39408828,231.7861803,121219.1294,0.268181818,0.372727273,0.719512195,1.68E-07,7.80E-07,5.35E-08,9.63E-10,9.51E-09,3.34E-10,0.396546648,-0.404798372,5.78E-05,0.097627195,0.009531069
884.9486553,67.78596169,101.9487125,31929.78718,0.264705882,0.397058824,0.666666667,2.61E-07,1.01E-06,8.98E-08,1.62E-10,8.64E-09,3.72E-11,0.44606482,-0.403803945,5.66E-05,0.094358226,0.008903475
878.1122449,68.23943417,76.72184769,8595.688539,0.273657289,0.401534527,0.681528662,6.86E-09,6.50E-08,2.02E-09,1.25E-09,1.46E-08,3.52E-10,0.409066176,-0.396824598,8.78E-06,0.090731022,0.008232118
861.836272,69.47939913,56.28447175,3719.958484,0.212121212,0.383838384,0.552631579,1.76E-07,6.09E-07,5.77E-08,3.14E-08,8.43E-08,1.05E-08,0.393829018,-0.388219747,4.71E-05,0.090744417,0.008234549
866.9467681,69.20536167,78.39746547,11775.70829,0.244274809,0.385496183,0.633663366,1.49E-07,5.47E-07,4.58E-08,2.40E-08,9.82E-08,7.23E-09,0.403227627,-0.398950778,-5.34E-05,0.090182039,0.0081328
902.6534954,66.37301635,244.5263756,104369.8874,0.402439024,0.463414634,0.868421053,3.27E-07,1.18E-06,1.05E-07,1.55E-10,9.26E-09,1.14E-11,0.467643582,-0.409251633,6.89E-05,0.096158054,0.009246371
890.5524079,67.37253459,98.61657213,28017.89082,0.303977273,0.400568182,0.758865248,3.72E-08,2.55E-07,1.20E-08,7.16E-09,5.67E-08,2.28E-09,0.41047729,-0.393123148,2.23E-05,0.095092091,0.009042506
881.2891566,68.03875901,135.0444868,40023.59292,0.284848485,0.43030303,0.661971831,9.75E-09,4.90E-07,2.33E-09,3.03E-09,2.04E-07,3.90E-11,0.433811101,-0.399645737,-1.51E-05,0.096801231,0.009370478
892.7435897,67.0276578,90.46763606,9969.631193,0.303225806,0.4,0.758064516,1.22E-07,9.65E-07,3.70E-08,1.64E-08,2.16E-07,4.66E-09,0.420529832,-0.400291527,-6.06E-05,0.094762335,0.0089799
945.3958333,63.54078989,310.6717779,150268.886,0.404699739,0.438642298,0.922619048,2.26E-08,2.12E-07,7.67E-09,3.04E-08,1.19E-07,1.01E-08,0.406828965,-0.362559301,-1.65E-05,0.096274993,0.009268874
967.3165829,62.20065933,291.1398532,136923.1521,0.393939394,0.434343434,0.906976744,6.39E-09,3.35E-07,1.06E-09,1.17E-09,6.33E-08,5.93E-11,0.446171627,-0.374021309,-8.43E-06,0.101802689,0.010363787
946.0909091,63.71477703,334.7605763,148030.7241,0.424836601,0.470588235,0.902777778,7.81E-08,3.94E-07,2.39E-08,3.55E-08,1.24E-07,1.06E-08,0.368692162,-0.360302395,-4.88E-05,0.091312315,0.008337939
868.8514056,69.13748681,361.3724557,92982.91521,0.487903226,0.491935484,0.991803279,1.35E-07,5.16E-07,4.40E-08,2.82E-09,1.03E-07,2.51E-10,0.405445122,-0.387471243,5.24E-05,0.096904675,0.009390516
933.2551546,64.3139978,318.9466276,155520.3553,0.413436693,0.449612403,0.91954023,4.46E-08,2.49E-07,1.53E-08,9.07E-09,3.76E-08,3.13E-09,0.442146619,-0.375760051,-2.33E-05,0.102580091,0.010522675
864.919598,69.2812576,321.5891493,134668.7799,0.460957179,0.473551637,0.973404255,1.41E-07,6.68E-07,4.57E-08,1.29E-08,6.94E-08,3.83E-09,0.437163818,-0.393806003,4.19E-05,0.098079142,0.009619518
898.7690289,66.68625745,322.3622525,160496.9902,0.426315789,0.45,0.947368421,1.83E-07,5.98E-07,6.13E-08,2.25E-09,2.89E-08,5.18E-10,0.460879526,-0.389322288,4.85E-05,0.09799157,0.009602348
812.7046263,73.92390905,246.8942226,84317.79653,0.489285714,0.492857143,0.992753623,7.66E-08,5.03E-07,2.30E-08,9.17E-08,2.51E-07,2.86E-08,0.416160004,-0.36710878,3.79E-05,0.097180118,0.009443975
886.9432836,67.57979847,305.826874,144572.1183,0.425149701,0.45508982,0.934210526,3.03E-09,1.88E-07,8.83E-11,3.78E-09,6.23E-08,8.48E-10,0.458139264,-0.396325841,-1.51E-06,0.103690063,0.010751629
874.1666667,68.70475985,312.6686151,114271.98,0.462395543,0.473537604,0.976470588,4.19E-09,2.87E-07,1.07E-09,1.69E-08,8.19E-08,5.57E-09,0.402568482,-0.380747216,6.66E-06,0.094198952,0.008873443
944.3741935,63.5571641,332.6508489,138872.2197,0.441558442,0.467532468,0.944444444,1.08E-09,2.21E-07,1.91E-10,1.40E-07,4.57E-07,4.27E-08,0.421806683,-0.386030808,4.35E-06,0.098177942,0.009638908
875.05625,68.73536883,357.2057371,113354.9173,0.465408805,0.477987421,0.973684211,1.48E-08,1.26E-07,4.74E-09,4.42E-10,4.58E-08,5.22E-11,0.4247615,-0.398537211,2.18E-05,0.099732226,0.009946517
851.4964706,70.30747141,211.3483291,93662.92645,0.367924528,0.445754717,0.825396825,1.52E-07,1.10E-06,4.68E-08,3.29E-08,3.15E-07,9.70E-09,0.655185051,-0.64699491,-4.07E-05,0.148365058,0.02201219
790.1234568,75.88480438,223.0454239,78362.54594,0.425619835,0.495867769,0.858333333,1.96E-07,1.61E-06,5.82E-08,3.50E-07,1.10E-06,1.13E-07,0.643046765,-0.629932166,6.43E-05,0.144962595,0.021014154
931.9807692,64.53690319,135.0484271,27658.19449,0.374193548,0.432258065,0.865671642,2.78E-07,7.16E-07,8.90E-08,5.85E-08,5.97E-07,1.53E-08,0.653219305,-0.620572367,9.44E-05,0.146469049,0.021453182
1095.22335,54.75688955,182.666922,56181.97563,0.336734694,0.418367347,0.804878049,6.01E-07,2.54E-06,1.89E-07,3.13E-07,9.30E-07,1.01E-07,0.592023129,-0.657196767,-0.000108587,0.156921724,0.024624428
741.5,80.84715919,251.4910892,68825.61192,0.540041068,0.597535934,0.903780069,1.32E-08,1.15E-06,2.09E-09,1.43E-08,7.04E-08,5.31E-09,0.670284606,-0.649003211,8.33E-06,0.143208577,0.020508696
767.0423163,78.13675669,239.7373888,70334.58062,0.513392857,0.551339286,0.931174089,5.35E-07,2.19E-06,1.78E-07,5.50E-09,8.25E-08,1.52E-09,0.661227015,-0.619550282,8.27E-05,0.141821218,0.020113258
799.567757,74.89111112,205.0712543,57007.84721,0.407494145,0.480093677,0.848780488,2.36E-08,2.75E-07,7.34E-09,5.00E-08,1.84E-07,1.61E-08,0.661890086,-0.634273008,1.68E-05,0.148178097,0.021956749
772.0474576,77.59389035,258.602537,77230.93209,0.510204082,0.56122449,0.909090909,5.03E-08,1.61E-06,1.64E-08,4.21E-10,1.57E-07,2.00E-11,0.6378257,-0.625182287,3.20E-05,0.140531707,0.019749161
885.2142857,67.78092882,121.9088553,29080.65984,0.349253731,0.429850746,0.8125,8.15E-07,2.87E-06,2.61E-07,1.07E-08,3.88E-08,3.33E-09,0.619051602,-0.756773732,0.000108892,0.146256589,0.02139099
776.5950617,77.2690651,232.4569886,76676.99273,0.452970297,0.507425743,0.892682927,7.50E-07,3.68E-06,2.53E-07,2.80E-07,1.10E-06,9.48E-08,0.661679947,-0.641865076,-0.000102494,0.143699236,0.02064947
1272.408696,47.26045536,151.5947908,56489.78777,0.105263158,0.228070175,0.461538462,1.10E-06,3.65E-06,3.33E-07,1.71E-08,4.90E-08,5.04E-09,0.53434711,-0.632225803,-0.000182208,0.152975602,0.023401535
868.4037267,69.16229659,116.6485572,33867.03895,0.3375,0.48125,0.701298701,8.98E-07,4.25E-06,2.82E-07,3.42E-07,1.18E-06,1.09E-07,0.597709081,-0.635755386,0.000167491,0.147154417,0.021654423
778.8433476,77.07415293,280.9559308,87629.95784,0.477419355,0.496774194,0.961038961,5.55E-07,1.81E-06,1.87E-07,1.28E-08,3.16E-08,4.42E-09,0.383176421,-0.52437362,8.16E-05,0.11495505,0.013214664
787.7745902,76.19580768,308.4262509,103588.2425,0.452674897,0.489711934,0.924369748,4.73E-07,1.50E-06,1.52E-07,8.93E-08,2.59E-07,2.92E-08,0.331137567,-0.478555272,0.000104245,0.11380931,0.012952559
811.301676,73.99135397,372.4484227,108793.8167,0.47752809,0.494382022,0.965909091,3.06E-07,1.16E-06,9.06E-08,1.17E-08,4.12E-08,3.54E-09,0.336302222,-0.458601703,9.50E-05,0.110748271,0.01226518
766.6085409,77.98708512,275.7363879,92455.30343,0.453571429,0.492857143,0.920289855,7.27E-07,2.48E-06,2.33E-07,2.20E-08,7.94E-08,6.72E-09,0.328106514,-0.494655296,0.000120642,0.11612997,0.01348617
768.8874735,78.03652175,246.0971737,74751.25893,0.480851064,0.506382979,0.949579832,2.10E-08,1.59E-07,6.48E-09,2.09E-07,6.39E-07,7.29E-08,0.393393245,-0.585152371,1.51E-05,0.117954041,0.013913156
808.0023474,74.14310023,320.0145514,95177.09838,0.489411765,0.512941176,0.95412844,2.96E-07,9.21E-07,9.74E-08,1.96E-08,1.15E-07,6.19E-09,0.347254189,-0.495716096,-6.11E-05,0.110694855,0.012253351
801.5023364,74.89111112,315.7684913,98500.5392,0.484777518,0.503512881,0.962790698,2.59E-07,9.85E-07,8.40E-08,1.44E-08,3.51E-08,4.72E-09,0.343379281,-0.528492591,5.68E-05,0.110883585,0.012295169
806.9081272,74.4481921,402.3129236,114387.0683,0.460992908,0.485815603,0.948905109,1.05E-07,2.99E-07,3.31E-08,1.03E-07,4.27E-07,3.13E-08,0.317440358,-0.45311758,-4.55E-05,0.102509903,0.01050828
797.3646113,75.22275187,328.0123941,104988.7901,0.48655914,0.491935484,0.989071038,1.48E-08,2.14E-07,3.79E-09,2.61E-07,7.92E-07,8.45E-08,0.337568088,-0.529523791,-1.30E-05,0.114935908,0.013210263
763.9124088,78.41097246,233.2903863,44255.00527,0.497560976,0.504878049,0.985507246,3.60E-08,2.47E-07,1.15E-08,5.41E-08,2.27E-07,1.79E-08,0.365524556,-0.562494147,-2.18E-05,0.112851124,0.012735376
786.1397849,76.18711338,353.1446305,104491.8175,0.459459459,0.481081081,0.95505618,6.09E-07,1.62E-06,1.87E-07,6.31E-10,3.37E-08,1.56E-11,0.346608122,-0.4767811,0.00013668,0.109277624,0.011941599
731.7736842,81.54320153,311.0916531,111658.3034,0.380952381,0.44973545,0.847058824,5.15E-07,2.14E-06,1.62E-07,1.26E-07,5.01E-07,4.09E-08,0.353322865,-0.456955156,0.000126955,0.108530998,0.011778977
731.9556452,82.02538331,278.4799839,105601.2208,0.480808081,0.511111111,0.940711462,6.03E-09,9.02E-06,2.71E-10,1.01E-08,7.16E-07,3.26E-09,0.990197745,-0.722070241,-2.57E-06,0.18003933,0.03241416
805.2563025,74.3297879,325.703354,111482.6919,0.607594937,0.616033755,0.98630137,5.98E-07,2.01E-05,1.87E-07,2.41E-07,2.00E-06,7.84E-08,0.904682881,-0.687335684,0.000115325,0.175711803,0.030874638
759.5497382,78.9241109,306.087981,114139.9173,0.521052632,0.542105263,0.961165049,7.95E-08,1.04E-05,2.52E-08,6.12E-07,1.37E-06,1.93E-07,0.97851945,-0.721426974,5.03E-05,0.18041233,0.032548609
777.6007194,77.15743528,371.9300453,167348.6962,0.451263538,0.490974729,0.919117647,7.58E-07,2.71E-06,2.50E-07,8.16E-08,3.10E-07,2.67E-08,0.872238447,-0.680754848,-0.000124916,0.202586568,0.041041317
774.7002141,77.3751953,293.3737508,97147.20536,0.52360515,0.538626609,0.972111554,1.04E-06,3.04E-05,3.82E-07,1.12E-08,2.67E-06,3.70E-09,0.991936416,-0.745706768,0.000116928,0.181929706,0.033098418
713.7619048,84.04042275,324.7231164,165338.7499,0.417012448,0.443983402,0.939252336,1.35E-08,3.97E-06,3.95E-09,8.42E-08,5.67E-07,2.77E-08,0.935565481,-0.743902083,1.23E-05,0.180010883,0.032403918
705.5884774,85.01624968,384.0681977,191744.1199,0.35257732,0.389690722,0.904761905,9.13E-08,3.85E-06,2.85E-08,3.17E-08,3.19E-07,1.02E-08,0.900097365,-0.734312353,-3.31E-05,0.181202102,0.032834202
689.2719033,87.03098513,338.6044756,203232.2661,0.372727273,0.4,0.931818182,1.17E-07,3.48E-06,3.48E-08,1.86E-07,7.05E-07,5.77E-08,0.925501723,-0.713726214,4.65E-05,0.180299504,0.032507911
743.16,80.65327139,323.4590759,147444.8904,0.498746867,0.518796992,0.961352657,9.85E-07,1.44E-05,3.33E-07,1.50E-07,1.69E-06,4.86E-08,0.935768602,-0.724664727,-0.000123111,0.178109216,0.031722893
743.6052009,80.69478719,293.4413978,116080.3086,0.481042654,0.5,0.962085308,1.41E-08,1.13E-05,4.83E-09,2.17E-07,1.55E-06,7.41E-08,0.97320269,-0.736365948,1.42E-05,0.184978234,0.034216947
