max GSR,min GSR,mean GSR,number of peaks,number of peaks SCIPY,number of valleys,mean time between peaks,median time between peaks,mean height of peaks,median height of peaks,variance height of peaks,ratio of peaks,ratio of valleys
8.410121362,7.235457659,7.581255496,3.02E-05,3.35E-05,3.35E-05,82881,87273.5,0.051976852,0.03349494,0.001892764,1.01E-10,1.12E-10
8.693614019,7.946918828,8.291662326,2.54E-05,1.90E-05,1.90E-05,138080,134172,0.006790481,0.004984113,2.76E-05,8.05E-11,6.04E-11
13.99629423,10.92341177,11.66763951,6.79E-05,4.75E-05,4.07E-05,75954,75492,0.185883996,0.160584154,0.02282769,4.61E-10,2.77E-10
10.72541142,9.790737575,10.0641598,1.42E-05,2.13E-05,1.42E-05,20750,20750,0.083303058,0.083303058,0.009044466,1.01E-10,1.01E-10
9.472997967,7.328412114,8.097959185,1.10E-05,1.10E-05,1.10E-05,225337,326204,0.025812373,0.020766953,0.000610401,3.03E-11,3.03E-11
7.846538449,6.532026794,6.9064418,1.56E-05,2.59E-05,2.59E-05,67344,67344.5,0.075714565,0.083635086,0.003773459,8.06E-11,1.34E-10
7.409972944,6.686650226,6.856358371,1.37E-05,2.06E-05,2.74E-05,22836,22836,0.111525124,0.111525124,0.009013699,9.39E-11,1.88E-10
10.22706402,7.990160961,9.539514779,7.37E-05,6.91E-05,6.45E-05,108610,114240,0.117666287,0.120226612,0.006075829,3.40E-10,2.97E-10
9.504059243,7.133526894,7.912120129,5.51E-06,1.38E-05,1.38E-05,19631,19631,0.217187456,0.217187456,0.029983498,1.52E-11,3.80E-11
7.552408254,6.039931555,6.413632333,2.89E-06,8.68E-06,5.79E-06,0,0,0.166532557,0.166532557,0,8.37E-12,1.67E-11
6.832665177,5.752953261,6.117140621,2.91E-06,2.91E-06,2.91E-06,0,0,0.073580687,0.073580687,0,8.47E-12,8.47E-12
6.773069796,5.902385015,6.17875315,2.62E-05,8.74E-06,8.74E-06,105195,103515,0.004732443,0.002365984,3.33E-05,1.15E-10,3.82E-11
7.65544943,6.901923047,7.088745625,5.03E-05,4.69E-05,4.69E-05,147678,137204,0.051780726,0.045578258,0.001637176,1.69E-10,1.57E-10
10.16953442,7.897151133,8.774825616,1.90E-05,6.34E-06,6.34E-06,84291,60468,0.016317264,0.006420202,0.000441571,6.04E-11,2.01E-11
11.17998005,7.974630964,9.280296658,5.43E-05,5.43E-05,5.43E-05,57266,59767,0.216924845,0.243159279,0.013005267,3.69E-10,3.69E-10
7.992051965,6.986322881,7.205877741,2.85E-05,2.85E-05,2.85E-05,73585,58588,0.09755935,0.059588397,0.011636613,2.03E-10,2.03E-10
22.61399397,17.94541206,19.27190702,2.20E-05,2.75E-05,2.75E-05,221080,202386,0.323666724,0.376913859,0.043627501,6.05E-11,7.57E-11
20.21561842,18.41326842,19.08159837,4.15E-05,3.63E-05,3.63E-05,119401,127482,0.190797945,0.16550021,0.02565764,2.15E-10,1.88E-10
20.56409667,18.45751279,18.97707867,2.74E-05,4.11E-05,4.11E-05,53426,38916,0.189859205,0.149248419,0.031233698,1.88E-10,2.82E-10
21.05267176,16.30679386,18.41476055,5.07E-05,5.53E-05,5.53E-05,99666,101932.5,0.40858772,0.389712867,0.060970356,2.34E-10,2.55E-10
22.09270608,18.61018702,19.52591569,2.48E-05,3.86E-05,3.86E-05,145518,143939,0.336373861,0.154289072,0.113232856,6.83E-11,1.06E-10
17.77396172,16.4289779,17.00481976,3.18E-05,3.18E-05,3.18E-05,167831,155982.5,0.075729887,0.050236898,0.004747543,9.21E-11,9.21E-11
23.97508242,17.6074619,18.47296487,3.49E-05,3.49E-05,3.20E-05,195909,220464,0.248652146,0.137192351,0.04966722,1.02E-10,9.31E-11
20.11438205,18.01674719,18.66550287,3.06E-05,2.62E-05,2.62E-05,121470,141999.5,0.118629065,0.053655572,0.013907825,1.34E-10,1.15E-10
24.55277937,19.73804262,21.10813405,5.36E-05,5.03E-05,5.03E-05,145738,148453,0.390305783,0.351936536,0.082972067,1.80E-10,1.69E-10
21.3546851,16.72351809,17.94901971,1.90E-05,3.49E-05,3.49E-05,179351,178837,0.187082172,0.08639901,0.040262133,6.04E-11,1.11E-10
22.60165654,16.9682401,18.93359843,4.07E-05,6.11E-05,6.11E-05,52813,51722,0.603457029,0.486909124,0.171804266,2.77E-10,4.15E-10
16.94698476,15.81135021,16.11461564,3.56E-05,2.13E-05,1.42E-05,86066,85647.5,0.045290959,0.026082489,0.001982429,2.53E-10,1.01E-10
11.31198849,10.17254016,10.53805347,3.85E-05,4.13E-05,4.13E-05,200697,210447,0.058579086,0.041271426,0.001989135,1.06E-10,1.13E-10
11.14456409,10.37858115,10.68163495,4.67E-05,3.11E-05,3.63E-05,92548,87192.5,0.021127253,0.018176118,0.000254111,2.42E-10,1.88E-10
12.27981355,11.01049617,11.54808806,4.80E-05,5.48E-05,5.48E-05,62186,44716.5,0.05209788,0.063589295,0.001885834,3.29E-10,3.75E-10
15.41761054,13.26969279,14.0648855,5.99E-05,6.91E-05,6.91E-05,95704,88573.5,0.14858227,0.13279403,0.009086588,2.76E-10,3.19E-10
9.742991217,8.893361997,9.251482129,2.76E-05,3.31E-05,3.03E-05,128455,133824,0.02932139,0.026001882,0.000545987,7.59E-11,8.35E-11
10.053296,8.96868766,9.303760236,4.92E-05,4.92E-05,4.92E-05,150953,157470,0.021363999,0.019544736,0.000273564,1.42E-10,1.42E-10
9.157029321,8.390569482,8.722909288,2.62E-05,2.62E-05,2.33E-05,144877,124187.5,0.017083019,0.009276306,0.000221717,7.62E-11,6.77E-11
9.043489308,8.234843875,8.529708968,2.62E-05,1.31E-05,1.75E-05,113752,137939,0.010563309,0.002621684,0.000167593,1.15E-10,7.64E-11
15.15197735,11.99747511,12.97588989,5.70E-05,6.03E-05,6.37E-05,136821,139455.5,0.155751758,0.141370623,0.012505711,1.91E-10,2.14E-10
10.63613108,9.48117758,9.880063486,2.54E-05,2.85E-05,2.54E-05,134353,101518,0.047191288,0.043276744,0.001295693,8.05E-11,8.05E-11
14.33910222,12.38769964,13.18795543,6.11E-05,5.43E-05,5.43E-05,69573,74745.5,0.086531547,0.081086627,0.003457365,4.15E-10,3.69E-10
13.26694806,11.71607341,12.37677297,7.83E-05,6.40E-05,5.69E-05,68407,63826.5,0.092308235,0.095497423,0.002281321,5.57E-10,4.05E-10
16.87964172,12.79799312,13.74596169,1.93E-05,3.85E-05,4.13E-05,140865,147174,0.299331513,0.220628962,0.051971706,5.30E-11,1.13E-10
14.15225646,12.5076635,13.03504626,4.15E-05,3.11E-05,3.11E-05,71131,54694,0.03789581,0.014645767,0.002075441,2.15E-10,1.61E-10
14.72009597,12.72543308,13.16964822,2.74E-05,4.80E-05,4.11E-05,72077,66772,0.123163525,0.065490929,0.015631507,1.88E-10,2.82E-10
19.32595835,14.73253,17.37512018,7.84E-05,6.45E-05,5.99E-05,96669,89301,0.214111874,0.224992975,0.010188223,3.61E-10,2.76E-10
14.26540884,12.87830002,13.38649174,4.13E-05,3.31E-05,3.31E-05,171755,177802,0.056703755,0.034465204,0.001623687,1.14E-10,9.11E-11
14.72837482,11.7724149,12.89434664,2.89E-05,2.89E-05,2.89E-05,135321,92509,0.139924143,0.078427428,0.015984765,8.37E-11,8.37E-11
16.19242924,10.8517289,12.92199268,2.33E-05,1.75E-05,1.45E-05,256161,253447,0.196001399,0.171191414,0.042520963,6.77E-11,4.23E-11
16.84110465,10.70944814,12.80761848,2.18E-05,2.18E-05,1.75E-05,89317,80402,0.234620804,0.081649091,0.06905701,9.54E-11,7.64E-11
15.45281476,12.8404359,14.09383134,5.03E-05,5.36E-05,5.36E-05,137061,138348.5,0.180080736,0.160876099,0.013754654,1.69E-10,1.80E-10
14.13531998,13.09890647,13.39175346,4.12E-05,3.81E-05,3.81E-05,154919,153692,0.065744298,0.031229773,0.004562334,1.31E-10,1.21E-10
19.01031226,13.32771848,16.78574683,7.47E-05,5.43E-05,5.43E-05,66555,65638,0.338906148,0.255100289,0.039489353,5.07E-10,3.69E-10
15.27175523,12.91588282,13.30344263,2.13E-05,2.13E-05,2.13E-05,46398,46398.5,0.242197916,0.083435382,0.085091078,1.52E-10,1.52E-10
9.086665715,7.912232134,8.216022527,3.58E-05,1.65E-05,1.65E-05,173457,184672.5,0.003069107,0.002738733,4.33E-06,9.84E-11,4.54E-11
8.621704584,8.222698602,8.399019132,3.63E-05,5.18E-06,5.18E-06,119412,131359.5,0.001536611,0.000661811,6.06E-06,1.88E-10,2.69E-11
8.70074876,8.308676582,8.461631676,5.48E-05,1.37E-05,1.37E-05,67317,75234,0.001350803,0.000880866,1.28E-06,3.75E-10,9.39E-11
12.89266337,9.624227494,11.13361569,4.15E-05,3.69E-05,3.69E-05,84834,84354,0.08565717,0.076240953,0.004162877,1.91E-10,1.70E-10
9.087545391,7.838100846,8.164700634,4.96E-05,5.51E-06,5.51E-06,173856,173146,0.001136064,0.000884184,6.17E-07,1.37E-10,1.52E-11
11.32833641,9.233741646,9.766662163,8.68E-06,8.68E-06,8.68E-06,23607,23607,0.076673385,0.038834769,0.00580902,2.51E-11,2.51E-11
12.13629454,9.950122171,10.74628095,5.24E-05,4.66E-05,4.66E-05,142472,133333,0.115823193,0.084033619,0.008534333,1.52E-10,1.35E-10
11.08366253,9.717394055,10.12781275,3.50E-05,1.75E-05,1.75E-05,109327,96609,0.016397514,0.011046822,0.000235271,1.53E-10,7.64E-11
9.2738911,8.582669524,8.779232653,4.02E-05,2.68E-05,2.68E-05,122896,121151,0.010453039,0.007607696,8.68E-05,1.35E-10,8.99E-11
8.847318398,7.962678575,8.207266228,6.03E-05,9.52E-06,9.52E-06,149238,149437,0.001438064,0.001178686,9.02E-07,1.91E-10,3.02E-11
9.319095134,8.683624194,8.820597259,3.40E-05,2.04E-05,2.04E-05,107485,108067.5,0.018710426,0.00674116,0.000517054,2.31E-10,1.38E-10
10.89841498,9.082527146,9.647223127,7.12E-06,1.42E-05,2.13E-05,0,0,0.10772646,0.10772646,0,5.06E-11,1.52E-10
15.33041311,12.46069103,13.33306308,3.30E-05,3.03E-05,3.03E-05,181583,194110,0.167063111,0.139219201,0.020051353,9.08E-11,8.32E-11
13.74043415,11.62833656,12.24882589,6.74E-05,4.15E-05,3.63E-05,91676,92430.5,0.076361407,0.062407297,0.003157394,3.49E-10,1.88E-10
13.19396724,11.48272486,11.93778526,5.48E-05,5.48E-05,4.80E-05,64073,60409,0.095278466,0.081317333,0.008281887,3.75E-10,3.29E-10
16.91398445,13.04189862,14.52465002,6.45E-05,6.45E-05,5.99E-05,119899,128351,0.1923404,0.179410837,0.009575084,2.97E-10,2.76E-10
16.78190173,12.15465137,13.34283188,3.03E-05,4.13E-05,3.86E-05,128588,93209.5,0.235724447,0.179655125,0.025278905,8.35E-11,1.06E-10
13.66987202,10.13634549,11.20751263,2.03E-05,2.32E-05,2.32E-05,108659,77911,0.160260749,0.113944373,0.013582392,5.86E-11,6.70E-11
11.8426602,9.525057921,10.39960871,2.91E-05,2.33E-05,2.04E-05,113435,85069,0.073890905,0.064775152,0.002249914,8.47E-11,5.93E-11
13.62468383,10.13981512,11.06939604,2.62E-05,2.62E-05,2.18E-05,71704,50649,0.14809948,0.054923983,0.02955602,1.15E-10,9.54E-11
14.3244828,11.33646407,12.10597923,5.36E-05,5.03E-05,4.69E-05,153242,143785,0.091342003,0.073335244,0.005214217,1.80E-10,1.57E-10
15.17667774,12.08255617,12.8929145,3.81E-05,4.76E-05,4.76E-05,122819,102765,0.137407149,0.110688622,0.008184534,1.21E-10,1.51E-10
15.9660892,13.87990018,14.66531764,6.11E-05,4.75E-05,4.75E-05,73609,74569.5,0.237856304,0.248599366,0.030326501,4.15E-10,3.23E-10
17.11574859,13.17107239,14.88854787,5.69E-05,4.98E-05,4.27E-05,67891,54703,0.231796723,0.208785094,0.029415346,4.05E-10,3.04E-10
6.632341416,3.932985015,5.061034778,1.93E-05,2.20E-05,2.20E-05,109275,111458.5,0.159544677,0.076839057,0.026146012,5.30E-11,6.05E-11
3.481062698,3.072017872,3.233200126,2.59E-05,2.59E-05,2.59E-05,109590,105508,0.024905881,0.01233262,0.001022149,1.34E-10,1.34E-10
5.457216579,4.10545746,4.677991234,1.37E-05,3.43E-05,2.74E-05,44822,44822,0.162049941,0.162049941,0.032915041,9.39E-11,1.88E-10
16.99995976,8.125258825,14.39197432,5.99E-05,5.07E-05,4.61E-05,110414,116008.5,0.289792803,0.322666438,0.028878105,2.76E-10,2.12E-10
9.923212038,4.388741802,6.756982826,1.38E-05,1.65E-05,1.65E-05,43142,41915,0.214105255,0.242628102,0.015380485,3.80E-11,4.56E-11
2.230219076,2.138519741,2.1880392,4.92E-05,2.89E-05,2.60E-05,164862,168215,0.000532802,0.00039297,3.94E-07,1.42E-10,7.54E-11
2.529817469,2.321656778,2.414133201,7.56E-05,0,0,161228,156051,0.00028972,0.0003012,3.17E-08,2.20E-10,0
2.620757179,2.515571754,2.570715268,6.12E-05,1.31E-05,1.75E-05,112933,116991,0.001108699,0.000735302,1.32E-06,2.67E-10,7.64E-11
16.86044899,4.093605482,11.24477488,5.70E-05,6.03E-05,6.03E-05,115211,125718,0.302738142,0.278809807,0.039219841,1.91E-10,2.02E-10
9.318332192,6.412706086,7.410467072,1.90E-05,1.59E-05,1.27E-05,101630,73688,0.044278741,0.02211315,0.002579399,6.04E-11,4.02E-11
18.06780735,6.423404654,13.08416482,4.75E-05,6.11E-05,5.43E-05,74199,73908,0.559787011,0.599713905,0.061847873,3.23E-10,3.69E-10
17.70890915,12.7569021,14.48900232,7.12E-05,7.12E-05,6.40E-05,63322,64215,0.294953265,0.296292617,0.011795827,5.06E-10,4.56E-10
5.988982497,5.728320667,5.858209891,3.85E-05,3.30E-05,3.03E-05,186753,195083,0.010543308,0.006245303,5.36E-05,1.06E-10,8.32E-11
7.457818483,6.512423535,6.931957096,3.63E-05,2.07E-05,2.07E-05,82074,61490.5,0.017563958,0.010910281,0.000332319,1.88E-10,1.07E-10
8.018054556,7.167292931,7.381978013,2.06E-05,4.80E-05,4.80E-05,57347,57347.5,0.061033748,0.025705296,0.004432457,1.41E-10,3.29E-10
8.227331469,7.332049526,7.646410091,6.45E-05,5.53E-05,5.07E-05,111417,110529,0.083592036,0.079529028,0.004114364,2.97E-10,2.34E-10
7.487796222,6.470998463,6.804826793,1.93E-05,2.76E-05,2.76E-05,105047,96974,0.046296434,0.031776304,0.00165552,5.32E-11,7.59E-11
7.363595361,6.561304953,6.889442087,1.74E-05,1.45E-05,1.45E-05,153572,120228,0.011531105,0.009419957,0.000135644,5.02E-11,4.19E-11
9.002745003,6.989363092,7.699880725,4.36E-05,3.78E-05,3.78E-05,206943,219115,0.108040053,0.093121058,0.005175566,1.27E-10,1.10E-10
8.069858515,6.847693643,7.489720949,5.24E-05,5.68E-05,5.24E-05,93983,96373,0.09421746,0.08053521,0.004798444,2.29E-10,2.29E-10
8.35295018,7.155117552,7.566580618,2.68E-05,3.69E-05,3.35E-05,92222,101330,0.091484217,0.065789869,0.004652235,8.99E-11,1.12E-10
6.911911385,6.312431952,6.454389487,9.52E-06,1.90E-05,1.59E-05,28315,28315,0.026138392,0.032277762,0.000340684,3.02E-11,5.03E-11
8.321266599,7.121683219,7.610832248,3.40E-05,4.07E-05,4.07E-05,70454,73462.5,0.085123756,0.068764929,0.005408851,2.31E-10,2.77E-10
9.736683304,7.670587158,8.316735164,5.69E-05,5.69E-05,5.69E-05,67076,63491,0.209433527,0.175460983,0.023752817,4.05E-10,4.05E-10
14.83368635,9.992173912,11.65567009,3.03E-05,3.03E-05,3.03E-05,115023,103411.5,0.159211595,0.134971978,0.01066051,8.32E-11,8.32E-11
10.21834598,8.621164983,9.381556371,2.59E-05,2.07E-05,2.07E-05,73724,61302.5,0.035080382,0.012818339,0.00149785,1.34E-10,1.07E-10
12.71650847,10.12719358,11.14743279,4.11E-05,2.74E-05,2.06E-05,74902,85123,0.185412804,0.192652285,0.026746115,2.82E-10,1.41E-10
19.46057518,10.10153032,14.76194233,5.53E-05,4.61E-05,4.61E-05,102317,102735,0.657802036,0.660172269,0.127454413,2.55E-10,2.12E-10
16.33045563,8.845173881,10.73212074,2.48E-05,1.93E-05,1.93E-05,141101,148232,0.232052048,0.195834204,0.046231055,6.83E-11,5.32E-11
10.58033979,6.238652244,7.751945671,5.79E-06,2.89E-06,2.89E-06,14261,14261,0.106658571,0.106658571,0.009100584,1.67E-11,8.37E-12
11.06102533,6.270276571,7.893588259,3.78E-05,2.91E-06,5.82E-06,124334,110337.5,0.009546745,0.005953708,0.000108931,1.10E-10,1.69E-11
13.57276064,8.246570547,10.08628665,4.37E-06,8.74E-06,8.74E-06,0,0,0.572202522,0.572202522,0,1.91E-11,3.82E-11
18.52881285,10.75867757,12.95998505,5.36E-05,5.03E-05,4.69E-05,131276,133864,0.401485391,0.350916703,0.097629144,1.80E-10,1.57E-10
15.68084991,9.156821047,10.77786233,1.90E-05,2.22E-05,1.90E-05,166095,132850,0.198055458,0.126536019,0.03979739,6.04E-11,6.04E-11
17.22814556,9.276134009,11.82590993,4.07E-05,4.07E-05,4.07E-05,70064,69763,0.781286928,0.810292911,0.294657091,2.77E-10,2.77E-10
11.53901086,9.285077389,10.1518206,4.27E-05,2.85E-05,2.85E-05,73326,80402,0.051577568,0.058864114,0.001165387,3.04E-10,2.03E-10
10.9834808,7.071338216,7.863638758,2.48E-05,4.40E-05,4.40E-05,163823,161495,0.231330564,0.166288739,0.025887134,6.81E-11,1.21E-10
8.395364909,7.776337688,8.002406022,4.67E-05,4.15E-05,4.67E-05,88611,90323.5,0.046558049,0.036203234,0.002043432,2.42E-10,2.42E-10
10.13411683,7.764591492,8.994771182,6.85E-05,6.85E-05,6.17E-05,70576,73834,0.13991222,0.132045202,0.011287444,4.69E-10,4.22E-10
16.72973399,12.789142,14.64834599,5.99E-05,5.99E-05,5.99E-05,109652,116921,0.362195852,0.293525208,0.037341045,2.76E-10,2.76E-10
11.2760196,7.570972752,8.326765902,3.86E-05,4.41E-05,4.41E-05,178651,182141,0.070442486,0.041889542,0.004223516,1.06E-10,1.21E-10
11.97397465,9.746688227,10.61156806,4.05E-05,4.05E-05,4.34E-05,158177,155738,0.171599566,0.101843074,0.025863298,1.17E-10,1.26E-10
14.62779395,10.68406729,11.72677932,3.78E-05,4.95E-05,4.95E-05,93793,83306.5,0.152168613,0.091240365,0.033238129,1.10E-10,1.44E-10
10.05994564,8.862555215,9.294369149,3.93E-05,3.93E-05,3.93E-05,144780,147440.5,0.075214722,0.051605738,0.004331709,1.72E-10,1.72E-10
10.29992503,7.477679356,8.811463258,5.36E-05,5.70E-05,5.70E-05,109032,108555,0.161928464,0.141260943,0.01400552,1.80E-10,1.91E-10
8.284986002,6.972205028,7.518692099,2.85E-05,2.54E-05,2.22E-05,130239,119667,0.048963827,0.046529173,0.001223452,9.06E-11,7.04E-11
19.99355829,15.91807693,17.78068361,6.79E-05,6.79E-05,6.11E-05,72789,76403,0.448157716,0.42622965,0.044930377,4.61E-10,4.15E-10
17.60900431,14.3659696,15.82966286,7.12E-05,5.69E-05,4.98E-05,64256,65286,0.261296406,0.274426818,0.03234083,5.06E-10,3.54E-10
11.63965815,10.71099933,11.12906311,5.50E-05,8.25E-06,8.25E-06,165169,158381,0.001961158,0.001437581,2.08E-06,1.51E-10,2.27E-11
15.83592133,12.9389315,13.39523706,3.63E-05,3.63E-05,3.63E-05,87986,88916,0.048498237,0.039866892,0.00178544,1.88E-10,1.88E-10
11.89117769,11.40299557,11.58484127,3.43E-05,2.06E-05,2.06E-05,64148,64685,0.015786136,0.005872869,0.000388007,2.35E-10,1.41E-10
18.29040603,11.95015956,15.77657975,6.45E-05,4.15E-05,4.15E-05,93069,91128,0.073471291,0.058942696,0.002105189,2.97E-10,1.91E-10
12.57882519,10.93541992,11.34528283,3.86E-05,2.48E-05,2.48E-05,156800,163751,0.01062327,0.008536591,5.29E-05,1.06E-10,6.83E-11
14.32944896,12.87146571,13.19476391,2.60E-05,3.47E-05,3.47E-05,140614,148498,0.053096166,0.038320965,0.002258726,7.54E-11,1.00E-10
15.95791553,12.93298539,14.14611422,4.36E-05,3.20E-05,3.20E-05,156490,154291,0.040953725,0.024575254,0.001950638,1.27E-10,9.31E-11
15.88192932,13.86788875,14.41029066,3.93E-05,3.06E-05,2.62E-05,81418,77354.5,0.065486572,0.039248814,0.004068469,1.72E-10,1.15E-10
22.0067532,12.77398995,18.15766021,5.03E-05,3.35E-05,3.35E-05,120938,113991.5,0.211752116,0.172672675,0.014697908,1.69E-10,1.12E-10
12.38156673,10.802553,11.42153905,4.44E-05,3.17E-05,3.49E-05,167834,177204,0.022513784,0.019324582,0.000240863,1.41E-10,1.11E-10
12.69183454,11.4674208,11.81590514,4.07E-05,3.40E-05,4.07E-05,94315,92973,0.034241366,0.027009458,0.000769546,2.77E-10,2.77E-10
11.99231015,11.30987642,11.54638308,4.27E-05,0,0,67909,72862,0.001432498,0.001036239,9.84E-07,3.04E-10,0
