ECG_Rate_Mean,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn,HRV_SampEn,max_GSR,min_GSR,mean_GSR,number_of_peaks,number_of_peaks_SCIPY,number_of_valleys,mean_time_between_peaks,median_time_between_peaks,mean_height_of_peaks,median_height_of_peaks,variance_height_of_peaks,ratio_of_peaks,ratio_of_valleys,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,labels
0.38316235,0.101658302,0.438434834,0.227232682,0.101571571,0.237984847,0.106777091,0.416791604,0.203296703,0.25632184,0.194986072,0.59857554,0.681507397,0.196442793,0.628959276,0.208784691,0.015716293,0.000726241,0.228294726,0.891588494,0.108415366,0.377296716,0.101571571,0.279308335,0.22219791,0.040413015,0.21211091,0.489204803,0.284554964,0.382172949,0.362170822,0.640952498,0,0.696900376,0.706943962,0.692637585,0.734372211,0.66258527,0.33741473,0.105006542,0.101152183,0.444845063,0.555154937,0.235619632,0.278234862,0.46769907,0.53230093,0.210451711,0.239951266,0.82145906,0.374653067,0.297316929,0.245389987,0.25730497,0.442338928,0.499386503,0.506024096,0.544665269,0.387570355,0.160367397,0.170578293,0.023169062,0.187068277,0.216962525,0.72881447,0.234970136,0.197048516,0.19710051,0.16178904,0.714797951,0.746795038,0.307247116,0.368900609,0.607776642,0.414680266,0.272432372,0.324377265,0.740175521,0.46959369,0.627674556,0.554189863,0.447795815,0.782813775,0.272432372,0.324377265,0.740175521,0.46959369,0.262434821,0.284142277,0.321454491,0.450794844,0.191353035,0.791399657,0.36299739,0.314742509,0.462348051,0.455265458,0.280156974,0.28119353,0.740815854,0.407511111,0.41862706,0.545973044,0.643198359,0.854491845,0.412843862,0.248996684,0.386289102,0.466166039,0.56142081,0.302232151,0.519186157,0.424967773,1
0.381002867,0.10392189,0.440187499,0.198992378,0.103989798,0.208164621,0.108988367,0.425787106,0.159340659,0.198878628,0.153203343,0.71915861,0.858961749,0.149721264,0.568384178,0.29537348,0.021691628,0.001173812,0.238066804,0.896673186,0.103232708,0.42301583,0.103989798,0.240327206,0.266519528,0.036412329,0.174682487,0.473217435,0.211408555,0.394545454,0.391835827,0.672578444,0.051829269,0.722429218,0.725996251,0.7257941,0.60201987,0.593198399,0.406801601,0.102032531,0.111803469,0.392907707,0.607092293,0.191671658,0.247936303,0.420946422,0.579053578,0.175581149,0.2169258,0.618819897,0.448053995,0.251410544,0.219260671,0.224804763,0.349214943,0.482208589,0.46854083,0.339673096,0.224681488,0.14260638,0.106086723,0.058138535,0.22779318,0.301775148,0.514556919,0.430873186,0.284075805,0.265253228,0.230365669,0.15513956,0.504789442,0.248533402,0.2656144,0.509744075,0.232537133,0.287786086,0.318859473,0.659815366,0.398658901,0.085180438,0.776001264,1,0.766892387,0.287786086,0.318859473,0.659815366,0.398658901,0.275571185,0.246193566,0.321454491,0.450794844,0.185742434,0.827098792,0.277740231,0.22675015,0.538344489,0.334562813,0.237158678,0.239623373,0.656609709,0.336350095,0.357155856,0.099061505,0.326862174,0.480684944,0.466780289,0.209546125,0.636093666,0.429691231,0.54258614,0.227419351,0.204014253,0.217877963,1
0.355827131,0.124356459,0.467397966,0.258782355,0.124311108,0.264064605,0.127399848,0.429535232,0.29532967,0.367871325,0.247910864,0.680705684,0.796240814,0.198035572,0.69114415,0.19626543,0.010867519,0.000297455,0.301179419,0.923123472,0.077052942,0.326501889,0.124311108,0.316475597,0.240961281,0.053029582,0.195016887,0.53123604,0.298145565,0.482006271,0.468137103,0.618090368,0.173469388,0.62166791,0.653648831,0.592321809,0.636977584,0.595383528,0.404616472,0.121355647,0.13355815,0.460898255,0.539101745,0.271322487,0.311756687,0.477917955,0.522082045,0.242585647,0.271788888,0.707519858,0.412422359,0.28907515,0.195994074,0.23316113,0.332972388,0.411042945,0.448460509,0.655494006,0.536799058,0.111122817,0.106804827,0.009109367,0.16357314,0.220907298,0.301306347,0.578027259,0.444270558,0.42856659,0.435576771,0.744638144,0.302049656,0.532538075,0.467590506,0.290414703,0.345484898,0.506089584,0.500792011,0.216382898,0.452442653,0.618577082,0.523003883,0.439166104,0.396791197,0.506089584,0.500792011,0.216382898,0.452442653,0.326985692,0.352028305,0.194826481,0.272193736,0.207997816,0.246219486,0.435570645,0.623957144,0.432048625,0.416939054,0.634315608,0.538326153,0.204734351,0.433673556,0.626510365,0.52035516,0.540907928,0.665816355,0.477854715,0.485898009,0.562773056,0.531813769,0.352152567,0.876493701,0.466791307,0.829471354,0
0.352380015,0.17344056,0.471512868,0.278991351,0.17335673,0.283713456,0.177554789,0.431034483,0.28021978,0.348497363,0.231197772,0.753079062,0.783539371,0.209981418,0.66015718,0.298655887,0.018905365,0.000445284,0.274398192,0.913337116,0.086883517,0.40337792,0.17335673,0.329085045,0.330883082,0.072933034,0.134591435,0.581078894,0.232717147,0.278122206,0.265566517,0.471686874,0.040865384,0.662192465,0.68124763,0.648302541,0.747094384,0.721978355,0.278021645,0.18218615,0.163434891,0.381911419,0.618088581,0.261354216,0.340210997,0.444366121,0.555633879,0.253828854,0.299411198,0.795320191,0.407385213,0.181388995,0.176578201,0.175270689,0.038873849,0.077791411,0.042436412,0.070303442,0.055207784,0.037937655,0.037927782,0.003718736,0.019626271,0.019921105,0.592472659,0.119274954,0.149293254,0.222890751,0.125441806,0.245774503,0.586209544,0.95303484,0.77574918,0.243420283,0.646758201,0.942909263,0.849542661,0.115767293,0.743483837,0.394051167,0.538735225,0.609068846,0.788981521,0.942909263,0.849542661,0.115767293,0.743483837,0.321344474,0.274022621,0.186720737,0.309449572,0.193971315,0.265535874,0.843848675,0.701027796,0.186129195,0.63837677,0.836495767,0.657396133,0.269004829,0.520302648,0.392496304,0.829382613,0.481325726,0.908382028,0.758124765,0.692545313,0.572280346,0.621486488,0.111556296,0.529058486,0.244796869,0.412057342,0
0.447701999,0.109291908,0.37431894,0.196790481,0.109638789,0.219293776,0.121996562,0.33958021,0.258241758,0.352128889,0.208356546,0.73211175,0.790767429,0.11574197,0.707893414,0.241542533,0.018894323,0.001606682,0.221965343,0.887621636,0.111915464,0.403294868,0.109638789,0.237817714,0.2842537,0.037717935,0.162234822,0.478610652,0.197192944,0.333226775,0.352196381,0.449574982,0.085,0.666089687,0.687943689,0.64643124,0.669604784,0.555108922,0.444891078,0.104159995,0.122381277,0.590588761,0.409411239,0.227983181,0.213038476,0.590940428,0.409059572,0.204268561,0.190840349,0.368850737,0.51748165,0.251913316,0.223684956,0.246752297,0.558202491,0.417177914,0.544846051,0.284020596,0.222796164,0.070739552,0.07174417,0.001578543,0.566123146,0.546351085,0.298917061,0.587165767,0.653907104,0.790112824,0.635275804,0.270538149,0.315218393,0.509331131,0.451315423,0.226972027,0.290794401,0.529736239,0.705113532,0.436368583,0.676519633,0.672894393,0.500437031,0.37843906,0.666458649,0.529736239,0.705113532,0.436368583,0.676519633,0.807593889,0.867919952,0.764489052,0.805209763,0.981325555,0.510625958,0.408898562,0.630629311,0.798629403,0.702962421,0.510975948,0.703789907,0.490952379,0.650059888,0.585000239,0.71944046,0.408917567,0.754431759,0.854577782,0.668874994,0.646116713,0.75867982,0.682459453,0.321854303,0.488741298,0.295187219,1
0.327468836,0.161192861,0.499099963,0.224476658,0.161517134,0.222583604,0.161150935,0.467766117,0.233516484,0.279845409,0.169359331,0.844857501,0.869796638,0.155295992,0.529173613,0.497507044,0.056288133,0.001639351,0.157790718,0.839136773,0.161117897,0.563003059,0.161517134,0.249005366,0.403672425,0.054500333,0.102021252,0.535493773,0.144804212,0.70918297,0.693765563,0.799082227,0.303571429,0.858945632,0.826707898,0.903770665,0.359646386,0.635061496,0.364938504,0.161136937,0.167568428,0.612988963,0.387011037,0.242702711,0.219185454,0.63039468,0.36960532,0.232780142,0.20495339,0.390187542,0.843765781,0.172049593,0.166251637,0.166508443,0.355711965,0.261349693,0.285140562,0.284531994,0.21645504,0.027539467,0.011337931,0.002668585,0.384427424,0.299802761,0.67573389,0.222075497,0.187118655,0.234190256,0.133093855,0.222744313,0.681722422,0.458545285,0.667366896,0.687766237,0.664592059,0.316368438,0.399992005,0.624369142,0.452809381,0.430708818,0.185292215,0.392919698,0.100919971,0.316368438,0.399992005,0.624369142,0.452809381,0.601878443,0.492227711,0.272765389,0.441741598,0.28972556,0.358440545,0.485246683,0.347081102,0.341526327,0.36607954,0.53817156,0.456428899,0.332107149,0.442125354,0.113960135,0.256659066,0.755101371,0.344083036,0.319043246,0.451138025,0.298419698,0.272251919,0.558869994,0.456254354,0.791307701,0.602904683,1
0.356125344,0.068903054,0.466385111,0.07432839,0.068827708,0.075596394,0.070118192,0.424287856,0.076923077,0.095866782,0.06908078,0.570338599,0.748953283,0.080169896,0.78872259,0.176871258,0.080196071,0.004285574,0.036404524,0.512030494,0.487577436,0.61606171,0.068827708,0.077020588,0.454740635,0.01152177,0.084430519,0.304944867,0.036208553,0.794647888,0.772496298,0.945534683,0.091071429,0.610671617,0.645179449,0.577597246,0.303290313,0.411159603,0.588840397,0.05764693,0.088001131,0.66494771,0.33505229,0.082873075,0.060227639,0.616662518,0.383337482,0.079373464,0.066101767,0.81136561,0.541115355,0.210759305,0.170822244,0.188148472,0,0.033742331,0.036813922,0,0,0.046445669,0.046435884,0,0,0.014930966,0.759422621,0.192540655,0.201096541,0.953601999,0.321045447,0.160456809,0.758934155,0.26483638,0.356975913,0.949320446,0.465038392,0.2733503,0.309558317,0.888825291,0.480759076,0.354864906,0.414850485,0.609118747,0.824975117,0.2733503,0.309558317,0.888825291,0.480759076,0.262835184,0.326755082,0.29211918,0.482374193,0.207403756,0.686332996,0.266291827,0.410279932,0.43462949,0.495269827,0.399209589,0.453320453,0.582980495,0.509860037,0.386732494,0.446347532,0.570529223,0.655573727,0.61441934,0.39596013,0.705531645,0.571776091,0.375779221,0.631789237,0,0.496284397,0
0.461742358,0.06149213,0.359594878,0.062712667,0.061555547,0.074041988,0.07019974,0.334332834,0.050824176,0.074246546,0.041504178,0.477822935,0.809849503,0.089992036,0.672941176,0.262467501,0.170410351,0.016577931,0.023773303,0.402320028,0.594824432,0.730049436,0.061555547,0.055551094,0.498111862,0.008720797,0.071917628,0.267614869,0.01981085,0.745894189,0.742030772,0.925152777,0.051829269,0.557942683,0.597982811,0.52140766,0.398391186,0.288915763,0.711084237,0.043744334,0.087199899,0.621594869,0.378405131,0.058583563,0.044792461,0.544201304,0.455798696,0.056670597,0.054949781,0.601433007,0.48367106,0.254300682,0.212949147,0.230682261,0.306984299,0.25398773,0.277108434,0.2895796,0.154875477,0.067988192,0.023636752,0.019361047,0.24032392,0.211045365,0.656187626,0.206734873,0.197388128,0.553799644,0.195696401,0.617908179,0.649863749,0.444349537,0.412360519,0.408438797,0.396036631,0.376602833,0.368209634,0.415659558,0.410359669,0.387654997,0.716773295,0.611615287,0.850115419,0.376602833,0.368209634,0.415659558,0.410359669,0.241661731,0.217995269,0.174660915,0.27692853,0.140143528,0.638594919,0.653831806,0.701636414,0.295874523,0.651720532,0.420771576,0.331163738,0.331513755,0.326926978,0.355931618,0.763130619,0.660256058,0.989731523,0.490405082,0.346282142,0.48616369,0.379783533,0.420473311,0.098065198,0.585403209,0.108634027,0
0.365299321,0.069592334,0.457198081,0.092005369,0.069886513,0.094704146,0.071507071,0.407796102,0.082417582,0.105192293,0.091364903,0.569010727,0.78972999,0.077780727,0.470588235,0.313638956,0.065139883,0.002733777,0.084353116,0.71922779,0.280841406,0.584845458,0.069886513,0.105047822,0.374996243,0.01422926,0.113617602,0.334324065,0.06736446,0.803347595,0.809351571,0.94169734,0.184782609,0.639615427,0.668946811,0.611299171,0.598650452,0.465063057,0.534936943,0.062045538,0.085179453,0.496842552,0.503157448,0.09286247,0.101156579,0.499504055,0.500495945,0.088291178,0.095889895,0.462015607,0.530861963,0.207090139,0.220331329,0.219778651,0.341635084,0.252760736,0.275769746,0.1865038,0.157338659,0.019917297,0.021976459,0.000463156,0.35623326,0.278106509,0.791038338,0.186214337,0.13493967,0.478285517,0.096831632,0.095447039,0.77799054,0.613214781,0.519877092,0.433690986,0.482189118,0.684805942,0.662452154,0.543638996,0.694591221,0.597795975,0.495149005,0.425710164,0.827303873,0.684805942,0.662452154,0.543638996,0.694591221,0.272775296,0.221667302,0.160205026,0.3269337,0.141132649,0.529201595,0.551347895,0.731022316,0.60201346,0.691200414,0.749602446,0.671979915,0.394319704,0.511491046,0.415429011,0.581103082,0.587704846,0.929650325,0.500511006,0.675514625,0.505856439,0.575851492,0.400757691,0.572784196,0.396469594,0.524715957,0
0.259892484,0.108103151,0.579669968,0.084098037,0.108276698,0.074589892,0.100062509,0.529985007,0.103021978,0.112384155,0.084401114,0.720182072,0.879253816,0.079373507,0.497737557,0.604520007,0.296314441,0.002897124,0.03294982,0.487320726,0.514296012,0.814228262,0.108276698,0.07290209,0.691612676,0.016441849,0.033155751,0.354908418,0.010472389,0.737829154,0.742837883,0.921068018,0.055921052,0.683689226,0.701305105,0.668763234,0.292264125,0.438725733,0.561274267,0.092790907,0.133661063,0.850178289,0.149821711,0.093199058,0.039738476,0.714730271,0.285269729,0.099566547,0.067964255,0.395939588,0.480391639,0.236260385,0.179369484,0.204650739,0.41959935,0.452760736,0.493975904,0.382743665,0.322016284,0.075372631,0.047519463,0.006756242,0.287314193,0.33530572,0.833889393,0.18160709,0.157665873,0.731158415,0.167002636,0.10147142,0.828158514,0.658295916,0.805747772,0.685284193,0.960016343,0.625616499,0.788898471,0.731090373,0.995566766,0.361741415,0.427964508,0.59616005,0.821716943,0.625616499,0.788898471,0.731090373,0.995566766,0.250101983,0.323856109,0.253054601,0.333722178,0.170113894,0.699778908,0.226969747,0.271334722,0.621124137,0.345144989,0.572192191,0.721256491,0.662119814,0.785623453,0.436766617,0.468290687,0.580675532,0.897686113,0.783505767,0.697300274,0.685541453,0.866453907,0.454541943,0.384247907,0.524691911,0.4816769,1
0.35086192,0.074772204,0.472664139,0.089699205,0.074703853,0.090639864,0.075712564,0.435532234,0.087912088,0.107960628,0.068523677,0.613820335,0.700244736,0.083089992,0.83673719,0.23134615,0.09843224,0.003583181,0.03898596,0.530218386,0.470127214,0.646935481,0.074703853,0.098791403,0.414668742,0.014418328,0.097928716,0.336189154,0.055000588,0.786419647,0.772496298,0.945534683,0.096590908,0.689121889,0.704888146,0.676582387,0.258798678,0.475551331,0.524448669,0.066903255,0.090054183,0.67912605,0.32087395,0.105660996,0.077704744,0.647267756,0.352732244,0.099479178,0.079407391,0.801884714,0.4985142,0.192406501,0.149658697,0.167065428,0.148890092,0.101472393,0.110709505,0.872724576,0.677502422,0.008354334,0.003434327,0.000189751,0.059568003,0.044970414,0.320315438,0.892543832,0.7353929,0.180369575,0.747812194,0.321321183,0.32583449,0.404413443,0.416798441,0.256881044,0.254443421,0.492404164,0.565686169,0.25887328,0.393360573,0.806912113,0.176457065,0.614844892,0.334821037,0.492404164,0.565686169,0.25887328,0.393360573,0.846816778,0.577539953,0.514408311,0.804889485,0.610965123,0.283489036,0.29474115,0.217920863,0.385586313,0.145512795,0.250291445,0.301382867,0.509224612,0.319784523,0.40388419,0.41825184,0.500187942,0.624939795,0.592367634,0.276106145,0.638912374,0.370332649,0.49933018,0.186912368,0.648500966,0.171421003,0
0.344266313,0.074079965,0.4797156,0.117852071,0.074018464,0.118412733,0.074468339,0.428785607,0.101648352,0.126131631,0.087465181,0.533656138,0.751967213,0.115476507,0.672552698,0.199329038,0.046510679,0.001786364,0.074562976,0.691470474,0.308715803,0.534591981,0.074018464,0.138084317,0.31937703,0.018050222,0.14081764,0.368380256,0.105910735,0.726809092,0.70989794,0.913422184,0.102822581,0.616788383,0.653700386,0.578744719,0.550026925,0.523988152,0.476011848,0.069470923,0.085244405,0.471239309,0.528760691,0.11873689,0.135752047,0.485573466,0.514426534,0.110197794,0.122807141,0.872880024,0.503168815,0.28033102,0.151895625,0.189941521,0.283161884,0.461349693,0.50334672,0.835142742,0.67386666,0.143433117,0.115702077,0.028638167,0.119245649,0.214990138,0.367902403,0.454381458,0.478530005,0.313938216,0.485612923,0.776684101,0.372367524,0.713095791,0.621550082,0.381569052,0.500536408,0.622513838,0.574360423,0.335423727,0.496774296,0.126082737,0.54959845,0.935262031,0.240956857,0.622513838,0.574360423,0.335423727,0.496774296,0.22938844,0.167746399,0.124374723,0.230838179,0.127482779,0.279141241,0.484535236,0.384934614,0.286196924,0.27779561,0.80910915,0.50085322,0.217034274,0.355005937,0.337523367,0.923403707,0.765565788,0.439065061,0.319232325,0.532758843,0.517647278,0.394583105,0.535153691,0.655099542,0.684939159,0.804313228,1
0.329387092,0.077915469,0.496480949,0.12327122,0.077863857,0.12173506,0.077113695,0.456521739,0.082417582,0.098172514,0.074651811,0.547748407,0.75522593,0.133528006,0.681900452,0.214291424,0.042007876,0.001345326,0.089301483,0.731854867,0.268472283,0.519495594,0.077863857,0.145244688,0.320627466,0.019503204,0.140123819,0.379654424,0.110483183,0.793668667,0.771944046,0.927694406,0.149122808,0.645413416,0.672273781,0.620412474,0.358040384,0.530052904,0.469947096,0.073324773,0.089098426,0.749503348,0.250496652,0.160108447,0.108375943,0.723136035,0.276863965,0.143239144,0.102308874,0.828564615,0.381548243,0.215694802,0.167500802,0.182234989,0.22252301,0.17791411,0.234270415,0.637802007,0.298803816,0.045624046,0.026034046,0.005729877,0.094184171,0.100197239,0.357866673,0.503035935,0.465185626,0.206997801,0.415096687,0.366062257,0.362573289,0.184130102,0.21106579,0.350017962,0.154729894,0.16165229,0.1962139,0.335794231,0.252906461,0.463753165,0.420037398,0.508140313,0.694167511,0.16165229,0.1962139,0.335794231,0.252906461,0.312749972,0.223506435,0.164198829,0.403539065,0.149738001,0.280265671,0.413549061,0.263457629,0.327002415,0.28819172,0.250544009,0.192655599,0.185865535,0.219071484,0.320060192,0.40753441,0.655956632,0.747685037,0.667520417,0.197377695,0.462495192,0.265614549,0.417992184,0.165714224,0.479709505,0.106293581,1
0.324023717,0.066036466,0.50269692,0.092424413,0.066104422,0.090180429,0.0646583,0.454647676,0.09478022,0.113574036,0.076880223,0.579889062,0.59147541,0.066631272,0.593852395,0.308043072,0.057944292,0.001059469,0.093464087,0.741834681,0.25881882,0.567333709,0.066104422,0.105432203,0.356626302,0.013643979,0.121840611,0.328410095,0.07222297,0.696958043,0.699291455,0.910605299,0.108974358,0.730089851,0.734053091,0.731721462,0.244313028,0.449705113,0.550294887,0.057843446,0.081839856,0.737643218,0.262356782,0.117945764,0.077131747,0.695469467,0.304530533,0.106294857,0.07687939,0.610117991,0.500401405,0.253624228,0.184783719,0.202887004,0.159718462,0.160736196,0.175368139,0.185551274,0.101877966,0.221768738,0.147044346,0.107260432,0.10781135,0.113017751,0.366951649,0.464503067,0.665012649,0.389701011,0.649805575,0.274143582,0.367053631,0.116711973,0.150707623,0.400914785,0.111254796,0.109333349,0.192971733,0.16405396,0.23426567,0.6208021,0.532009078,0.36187178,0.81050747,0.109333349,0.192971733,0.16405396,0.23426567,0.51198067,0.295637877,0.241498574,0.43056412,0.197017985,0.380420246,0.373318708,0.343901435,0.491862236,0.430233603,0.265993747,0.250976512,0.309088429,0.269677058,0.50457035,0.236225961,0.51615837,0.325421261,0.75169092,0.228161506,0.505581843,0.310122895,0.431734078,0.270228922,0.579968641,0.287154451,1
0.400281296,0.057427973,0.420420238,0.062561515,0.057401385,0.067800222,0.061286397,0.382308846,0.061813187,0.082370195,0.054038997,0.581356774,0.760883425,0.051765331,0.821266968,0.196942428,0.108255675,0.005853706,0.029130932,0.454528341,0.544995101,0.661302189,0.057401385,0.066236656,0.429079732,0.009083706,0.092831275,0.272966236,0.034201554,0.698909092,0.683193783,0.885362719,0.034836066,0.720518416,0.727656938,0.718121077,0.265082807,0.497425394,0.502574606,0.05308107,0.068117478,0.727751772,0.272248228,0.077058632,0.045642199,0.689332862,0.310667138,0.073546534,0.049994381,0.779199967,0.550287198,0.286094944,0.23003529,0.252245513,0.332972388,0.288343558,0.3145917,0.365711408,0.235236233,0.096516425,0.053691387,0.01609176,0.16357314,0.155226824,0.41081223,0.347462388,0.42830966,0.442025321,0.465441472,0.100079119,0.413429614,0.373884261,0.325679909,0.325023114,0.273189565,0.333025069,0.312747248,0.302952633,0.323529036,0.59958992,0.304611087,0.347379404,0.443577914,0.333025069,0.312747248,0.302952633,0.323529036,0.705614522,0.794014715,0.790046618,0.813307027,0.83974881,0.341149772,0.788566897,0.68721867,0.184875726,0.622049649,0.392741701,0.231020528,0.220359377,0.260979167,0.656079757,0.460767218,0.208658474,0.463203181,0.711573646,0.23738495,0.483429057,0.299924864,0.716134345,0.386818924,0.662153507,0.444759611,0
0.384574159,0.083043421,0.436909415,0.137857743,0.08299975,0.144925892,0.087251118,0.404797601,0.160714286,0.205341299,0.14178273,0.598813177,0.740015696,0.100610565,0.552036199,0.1732173,0.030735731,0.001402498,0.098560538,0.752437726,0.24755678,0.473520204,0.08299975,0.16380073,0.306786659,0.022452857,0.14805143,0.400374531,0.129437815,0.654927466,0.649610142,0.862930835,0.075892858,0.691648966,0.706546238,0.680118247,0.551920045,0.606463697,0.393536303,0.083133071,0.087722945,0.602487381,0.397512619,0.159893484,0.144051169,0.609636105,0.390363895,0.14573301,0.129822064,0.819750578,0.447347485,0.310429199,0.210543723,0.237037115,0.278830536,0.311656442,0.340026774,0.477703476,0.338254589,0.200123106,0.152935456,0.049543329,0.130053412,0.15877712,0.609198872,0.216002463,0.187127929,0.558042136,0.210353994,0.289325024,0.609743425,0.612397102,0.540446817,0.47449393,0.534439007,0.688860563,0.653244067,0.457160759,0.684071767,0.516182934,0.588706308,0.49103451,0.794710763,0.688860563,0.653244067,0.457160759,0.684071767,0.369413562,0.295000588,0.233432033,0.423342369,0.182774643,0.398117296,0.613527426,0.531528775,0.22740804,0.425543281,0.852643641,0.69777436,0.400128052,0.602117379,0.576615988,0.571331802,0.48592702,0.839414246,0.451608165,0.72683205,0.59356015,0.668780551,0.546166464,0.429570376,0.636010078,0.501201365,0
0.267288312,0.086236232,0.570504542,0.10497591,0.086628962,0.095305017,0.079790343,0.507496252,0.120879121,0.136641724,0.095264624,0.584013518,0.727588711,0.068224051,0.529173613,0.374183187,0.062495619,0.000501639,0.105808057,0.767511222,0.233316975,0.578640424,0.086628962,0.116998126,0.418466541,0.018245688,0.096556949,0.369943514,0.064561797,0.506915996,0.529264018,0.811732605,0,0.687427757,0.704773452,0.672375383,0.395410817,0.431050207,0.568949793,0.07390255,0.108148365,0.684851348,0.315148652,0.124330277,0.09272202,0.641241564,0.358758436,0.115791483,0.095269063,0.31200263,0.664938201,0.17633232,0.198865678,0.190456475,0.484569572,0.250306748,0.364123159,0.23762009,0.190606185,0.028692806,0.014101035,0.001765878,0.494071394,0.362919132,0.779182444,0.189110757,0.142474787,0.362439466,0.085399499,0.083719576,0.787085633,0.378614264,0.416526795,0.636754175,0.424355272,0.369971212,0.345138853,0.480395454,0.413259535,0.384177407,0.512692686,0.608179089,0.764137869,0.369971212,0.345138853,0.480395454,0.413259535,0.303993461,0.406978592,0.2498819,0.294130812,0.169718245,0.772577214,0.249442036,0.347507536,0.804632932,0.613357887,0.436009541,0.582809554,0.831236408,0.700586074,0.264129538,0.478058782,0.730701324,0.949702849,0.470877531,0.556019379,0,0.385688095,0.398520654,0.275170718,0.395530524,0.314703107,1
0.315001507,0.094187443,0.51311336,0.145054574,0.094599947,0.1412006,0.092166462,0.456521739,0.181318681,0.219128692,0.152089136,0.511556856,0.666642457,0.089726573,0.626563748,0.337195086,0.035633344,0.000879787,0.167679773,0.848761483,0.151555001,0.495207402,0.094599947,0.170811769,0.334605896,0.025777547,0.132650337,0.420929273,0.122719761,0.478020714,0.500704721,0.735019414,0,0.62480384,0.658499001,0.591469576,0.335803432,0.483901108,0.516098892,0.084863424,0.112750162,0.519266779,0.480733221,0.154476784,0.161488877,0.520431228,0.479568772,0.14206816,0.148475433,0.423574755,0.490539468,0.230109459,0.227679455,0.226566777,0.586356253,0.785276074,0.761713521,0.296329262,0.283807066,0.088557774,0.051395416,0.010637256,0.622511473,0.798816568,0.453804022,0.291405481,0.218618705,0.18685442,0.152897416,0.46633474,0.445369997,0.734521043,0.700368083,0.355311796,0.526461925,0.580181828,0.634018685,0.378703324,0.522126644,0.831986388,1,0.154751248,0.791275419,0.580181828,0.634018685,0.378703324,0.522126644,0.406966812,0.656959285,0.659573183,0.588968473,0.436484179,0.272805882,0.635718365,0.465880007,0.205998967,0.252639931,0.510291405,0.31205923,0.228471248,0.265068562,0.921430557,0.893017023,0.132763789,0.571833161,0.142757577,0.253297777,0.393863782,0.2391609,0.934829952,0.724972789,0.651287705,0.688775164,1
0.434286502,0.081405426,0.386996598,0.110236831,0.081316922,0.122760958,0.089935782,0.345577211,0.118131868,0.162713192,0.094707521,0.651317706,0.751967213,0.099283249,0.675191816,0.720499458,0.051762853,0.002194731,0.250193888,0.902702282,0.097316999,0.550504796,0.081316922,0.125315126,0.37546997,0.018165292,0.113414256,0.369302374,0.079794761,0.343818182,0.335880444,0.551734042,0.052469136,0.671193193,0.691820553,0.653095758,0.358256438,0.518724401,0.481275599,0.075666493,0.094046909,0.648227741,0.351772259,0.128556629,0.104093302,0.633743698,0.366256302,0.119541026,0.100178155,0.867643056,0.527552649,0.632621992,0.65564476,0.637496409,0.179209529,0.404907975,0.40562249,0.704674014,0.549887494,0.191354663,0.216933851,0.035477352,0.071158937,0.164102564,0.803566794,0.156185493,0.129932822,0.11373448,0.007003661,0.151515446,0.792330251,0.43605331,0.517949719,0.521076361,0.550772606,0.42851058,0.541663674,0.673294094,0.733335558,0.588656162,0.700216636,0.544917505,0.747683523,0.42851058,0.541663674,0.673294094,0.733335558,0.245731201,0.258051857,0.169214888,0.280222576,0.114774418,0.602883956,0.51909482,0.453230118,0.409387648,0.574455589,0.615728649,0.570876552,0.546216696,0.734725068,0.480131667,0.946368633,0.604065134,0.837900738,0.275841991,0.559298963,0.171851652,0.440655801,0.545827466,0.530407388,0.57318307,0.525097387,0
